             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2     comb_sigma    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape
  mc.p5.hnu.315.nodk            315        0.09923        0.31500        0.31236        0.00310        0.21995        0.00050        0.87785        0.01593     1015.45207     1755.86166       63.61505     1848.00000    5.66967e+02    2.57766e+03    1.24707e+02    9.48521e-06    3.46256e-06    7.61757e+01    2.02539e+02    1.54051e-05    5.62360e-06    6.97406e+01    5.30448e-06    1.93639e-06    2.79362e+02    2.12483e-05    7.75665e-06    4.40922e+01    3.35365e-06    1.22424e-06    3.56179e+02    2.70910e-05    9.88950e-06    3.12257e+01    2.37503e-06    8.66999e-07    2.18714e+02    1.66354e-05    6.07272e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.27160e+03    4.61422e+02    3.08305e+02    7.70763e+01    3.00542e+02    1.10802e+03    7.99857e+00    5.11909e+02
  mc.p5.hnu.316.nodk            316        0.09986        0.31600        0.31242        0.00310        0.22102        0.00050        0.87931        0.01620     1023.00007     1736.36458       61.62922     1853.00000    5.53289e+02    2.50337e+03    1.22287e+02    9.25637e-06    3.39243e-06    7.43944e+01    1.97110e+02    1.49200e-05    5.46814e-06    6.79677e+01    5.14475e-06    1.88553e-06    2.72940e+02    2.06599e-05    7.57179e-06    4.30406e+01    3.25792e-06    1.19402e-06    3.47752e+02    2.63228e-05    9.64722e-06    3.05086e+01    2.30932e-06    8.46357e-07    2.40586e+02    1.82109e-05    6.67424e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.26337e+03    4.51232e+02    3.01496e+02    7.53740e+01    2.36156e+02    1.05901e+03    9.13835e+00    4.02384e+02
  mc.p5.hnu.317.nodk            317        0.10049        0.31700        0.31371        0.00310        0.22337        0.00051        0.88985        0.01563      965.10087     1768.86066       62.69760     1824.00000    5.53348e+02    2.47732e+03    1.23599e+02    9.25737e-06    3.40672e-06    7.54973e+01    2.00429e+02    1.50118e-05    5.52435e-06    6.92777e+01    5.18878e-06    1.90948e-06    2.76246e+02    2.06904e-05    7.61408e-06    4.36205e+01    3.26710e-06    1.20230e-06    3.53069e+02    2.64443e-05    9.73153e-06    3.09459e+01    2.31780e-06    8.52951e-07    1.80210e+02    1.34974e-05    4.96706e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.17104e+03    4.68280e+02    3.12887e+02    7.82217e+01    2.85411e+02    1.11968e+03    9.64493e+00    4.85816e+02
  mc.p5.hnu.318.nodk            318        0.10112        0.31800        0.31241        0.00290        0.21400        0.00049        0.89499        0.01617      926.97335     1685.23263       60.10884     1710.00000    5.59734e+02    2.61555e+03    1.19784e+02    9.36420e-06    3.46065e-06    7.27895e+01    1.93614e+02    1.51358e-05    5.59363e-06    6.67423e+01    5.21761e-06    1.92823e-06    2.66429e+02    2.08282e-05    7.69731e-06    4.20817e+01    3.28976e-06    1.21577e-06    3.40246e+02    2.65989e-05    9.82995e-06    2.97530e+01    2.32596e-06    8.59585e-07    1.45068e+02    1.13408e-05    4.19112e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.10380e+03    3.04361e+02    2.84001e+02    7.10002e+01    2.59239e+02    1.10789e+03    9.46235e+00    4.73322e+02
  mc.p5.hnu.319.nodk            319        0.10176        0.31900        0.31322        0.00290        0.21557        0.00049        0.90826        0.01497      813.71472     1730.25435       60.66609     1709.00000    5.61428e+02    2.60441e+03    1.21026e+02    9.39254e-06    3.48634e-06    7.35570e+01    1.94847e+02    1.51216e-05    5.61286e-06    6.73312e+01    5.22542e-06    1.93958e-06    2.69675e+02    2.09289e-05    7.76841e-06    4.26543e+01    3.31030e-06    1.22872e-06    3.43482e+02    2.66569e-05    9.89454e-06    3.01137e+01    2.33706e-06    8.67472e-07    1.01652e+02    7.88896e-06    2.92824e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.52338e+02    2.26143e+02    2.99378e+02    7.48445e+01    3.91451e+02    1.17459e+03    1.01690e+01    5.51459e+02
  mc.p5.hnu.320.nodk            320        0.10240        0.32000        0.31362        0.00290        0.21712        0.00049        0.93056        0.01340      649.28654     1769.77579       59.36714     1628.00000    5.49040e+02    2.52878e+03    1.19206e+02    9.18529e-06    3.42484e-06    7.27615e+01    1.93033e+02    1.48740e-05    5.54594e-06    6.69423e+01    5.15818e-06    1.92329e-06    2.66858e+02    2.05625e-05    7.66697e-06    4.21775e+01    3.24995e-06    1.21178e-06    3.40680e+02    2.62508e-05    9.78790e-06    2.98093e+01    2.29693e-06    8.56436e-07    4.31140e+01    3.32211e-06    1.23869e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.26836e+02    2.36592e+02    3.13211e+02    7.83027e+01    3.30543e+02    1.22438e+03    1.06052e+01    6.03984e+02
  mc.p5.hnu.321.nodk            321        0.10304        0.32100        0.31266        0.00290        0.21708        0.00049        0.92955        0.01335      654.52629     1781.91156       58.62614     1663.00000    5.44597e+02    2.50874e+03    1.18221e+02    9.11097e-06    3.41300e-06    7.22422e+01    1.92054e+02    1.48011e-05    5.54454e-06    6.61520e+01    5.09816e-06    1.90979e-06    2.64875e+02    2.04132e-05    7.64687e-06    4.18403e+01    3.22452e-06    1.20792e-06    3.37690e+02    2.60248e-05    9.74900e-06    2.96380e+01    2.28412e-06    8.55640e-07    4.86248e+01    3.74738e-06    1.40378e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.32834e+02    2.39848e+02    3.17521e+02    7.93802e+01    3.23300e+02    1.21866e+03    1.10333e+01    5.14444e+02
  mc.p5.hnu.322.nodk            322        0.10368        0.32200        0.31149        0.00290        0.21684        0.00049        0.93473        0.01310      614.89649     1769.01912       56.77877     1661.00000    5.37410e+02    2.47842e+03    1.16530e+02    8.99073e-06    3.38421e-06    7.06601e+01    1.87350e+02    1.44548e-05    5.44093e-06    6.48527e+01    5.00363e-06    1.88342e-06    2.59176e+02    1.99964e-05    7.52687e-06    4.08612e+01    3.15260e-06    1.18667e-06    3.29985e+02    2.54596e-05    9.58327e-06    2.90063e+01    2.23795e-06    8.42388e-07    5.01279e+01    3.86756e-06    1.45579e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.80268e+02    1.49024e+02    3.12943e+02    7.82357e+01    2.64284e+02    1.25398e+03    1.16634e+01    4.73434e+02
  mc.p5.hnu.323.nodk            323        0.10433        0.32300        0.31279        0.00290        0.21919        0.00050        0.93939        0.01220      520.20539     1756.80883       52.34373     1701.00000    5.01110e+02    2.28615e+03    1.09840e+02    8.38343e-06    3.17132e-06    6.70572e+01    1.77664e+02    1.35600e-05    5.12955e-06    6.13693e+01    4.68395e-06    1.77186e-06    2.45485e+02    1.87364e-05    7.08768e-06    3.87832e+01    2.96009e-06    1.11975e-06    3.13299e+02    2.39123e-05    9.04563e-06    2.74619e+01    2.09600e-06    7.92885e-07    6.75938e+01    5.15903e-06    1.95158e-06    0.00000e+00    0.00000e+00    0.00000e+00    5.70034e+02    7.68112e+01    3.08638e+02    7.71594e+01    2.04912e+02    1.15554e+03    1.15294e+01    3.35244e+02
  mc.p5.hnu.324.nodk            324        0.10498        0.32400        0.31294        0.00290        0.21973        0.00050        0.93418        0.01250      547.14102     1748.49041       53.47993     1678.00000    5.07511e+02    2.30970e+03    1.11515e+02    8.49052e-06    3.22832e-06    6.78866e+01    1.80343e+02    1.37309e-05    5.22084e-06    6.21957e+01    4.73543e-06    1.80054e-06    2.49166e+02    1.89709e-05    7.21323e-06    3.92529e+01    2.98862e-06    1.13635e-06    3.17982e+02    2.42104e-05    9.20544e-06    2.77725e+01    2.11453e-06    8.04001e-07    6.12393e+01    4.66261e-06    1.77285e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.07743e+02    7.60856e+01    3.05722e+02    7.64305e+01    2.02466e+02    1.17019e+03    1.11068e+01    4.10357e+02
  mc.p5.hnu.325.nodk            325        0.10563        0.32500        0.31223        0.00290        0.22001        0.00050        0.91004        0.01414      698.07988     1700.95326       54.55464     1681.00000    5.08451e+02    2.31107e+03    1.11862e+02    8.50624e-06    3.25143e-06    6.83898e+01    1.81694e+02    1.38164e-05    5.28117e-06    6.26636e+01    4.76506e-06    1.82140e-06    2.50511e+02    1.90494e-05    7.28143e-06    3.96545e+01    3.01541e-06    1.15261e-06    3.20335e+02    2.43589e-05    9.31096e-06    2.79692e+01    2.12683e-06    8.12961e-07    9.43958e+01    7.17805e-06    2.74374e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.11105e+02    7.20046e+01    2.89324e+02    7.23310e+01    1.81809e+02    1.14696e+03    1.03417e+01    3.92338e+02
  mc.p5.hnu.326.nodk            326        0.10628        0.32600        0.31141        0.00290        0.22169        0.00050        0.91577        0.01399      663.36755     1685.70670       50.84900     1653.00000    4.83325e+02    2.18021e+03    1.07147e+02    8.08590e-06    3.10763e-06    6.53554e+01    1.73982e+02    1.31296e-05    5.04607e-06    5.99930e+01    4.52740e-06    1.74000e-06    2.39798e+02    1.80965e-05    6.95498e-06    3.77156e+01    2.84623e-06    1.09388e-06    3.05609e+02    2.30629e-05    8.86370e-06    2.67492e+01    2.01864e-06    7.75818e-07    7.96442e+01    6.01038e-06    2.30996e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.54159e+02    7.20820e+01    2.84161e+02    7.10402e+01    1.12791e+02    1.00785e+03    1.02277e+01    2.73311e+02
  mc.p5.hnu.327.nodk            327        0.10693        0.32700        0.31073        0.00290        0.22219        0.00050        0.89842        0.01548      850.40148     1692.27628       59.38674     1614.00000    5.34874e+02    2.40723e+03    1.18846e+02    8.94830e-06    3.45844e-06    7.22431e+01    1.91671e+02    1.44315e-05    5.57766e-06    6.64427e+01    5.00268e-06    1.93349e-06    2.64493e+02    1.99145e-05    7.69677e-06    4.17361e+01    3.14244e-06    1.21453e-06    3.38316e+02    2.54729e-05    9.84504e-06    2.95702e+01    2.22643e-06    8.60496e-07    6.36163e+01    4.78987e-06    1.85124e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.01337e+03    5.12865e+01    2.86380e+02    7.15950e+01    2.61321e+02    1.24450e+03    1.09306e+01    5.87395e+02
  mc.p5.hnu.328.nodk            328        0.10758        0.32800        0.30992        0.00270        0.21230        0.00049        0.87817        0.01774      970.05502     1541.61265       59.86601     1484.00000    5.53076e+02    2.60518e+03    1.17417e+02    9.25282e-06    3.59689e-06    7.15930e+01    1.90249e+02    1.49922e-05    5.82798e-06    6.58223e+01    5.18698e-06    2.01636e-06    2.62065e+02    2.06515e-05    8.02795e-06    4.14063e+01    3.26293e-06    1.26841e-06    3.34887e+02    2.63900e-05    1.02587e-05    2.92286e+01    2.30330e-06    8.95373e-07    7.31935e+01    5.76785e-06    2.24217e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.19831e+03    4.25609e+01    2.37657e+02    5.94142e+01    2.73885e+02    1.19342e+03    9.36368e+00    5.69333e+02
  mc.p5.hnu.329.nodk            329        0.10824        0.32900        0.30868        0.00270        0.21197        0.00049        0.88041        0.01764      944.00259     1533.85119       59.71667     1499.00000    5.51406e+02    2.60133e+03    1.16882e+02    9.22488e-06    3.60748e-06    7.14138e+01    1.89715e+02    1.49732e-05    5.85542e-06    6.54536e+01    5.16590e-06    2.02018e-06    2.61533e+02    2.06414e-05    8.07204e-06    4.13932e+01    3.26695e-06    1.27757e-06    3.34357e+02    2.63890e-05    1.03197e-05    2.91808e+01    2.30308e-06    9.00645e-07    8.75777e+01    6.91204e-06    2.70302e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.16237e+03    4.21334e+01    2.35270e+02    5.88175e+01    2.96031e+02    1.17969e+03    9.58514e+00    5.82182e+02
  mc.p5.hnu.330.nodk            330        0.10890        0.33000        0.30866        0.00270        0.21420        0.00049        0.88520        0.01737      904.32747     1532.31218       58.33663     1509.00000    5.39324e+02    2.51783e+03    1.15525e+02    9.02276e-06    3.55020e-06    7.02529e+01    1.86349e+02    1.45543e-05    5.72672e-06    6.45739e+01    5.04339e-06    1.98443e-06    2.57169e+02    2.00855e-05    7.90309e-06    4.05412e+01    3.16637e-06    1.24588e-06    3.28994e+02    2.56953e-05    1.01104e-05    2.87113e+01    2.24243e-06    8.82332e-07    9.45940e+01    7.38802e-06    2.90698e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.10124e+03    8.40061e+01    2.34798e+02    5.86995e+01    2.49986e+02    1.17031e+03    1.03964e+01    4.93731e+02
  mc.p5.hnu.331.nodk            331        0.10956        0.33100        0.30675        0.00270        0.21365        0.00049        0.88537        0.01695      832.96499     1507.55904       54.54710     1505.00000    5.14278e+02    2.40713e+03    1.09874e+02    8.60373e-06    3.40684e-06    6.69548e+01    1.77701e+02    1.39149e-05    5.50993e-06    6.12865e+01    4.79905e-06    1.90029e-06    2.45524e+02    1.92258e-05    7.61289e-06    3.86645e+01    3.02763e-06    1.19886e-06    3.13340e+02    2.45362e-05    9.71565e-06    2.73378e+01    2.14070e-06    8.47656e-07    1.07878e+02    8.44739e-06    3.34493e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.00973e+03    8.13139e+01    2.27273e+02    5.68184e+01    1.60200e+02    1.08297e+03    1.09636e+01    3.46124e+02
  mc.p5.hnu.332.nodk            332        0.11022        0.33200        0.30639        0.00270        0.21462        0.00049        0.90069        0.01553      688.99963     1522.55193       52.36550     1498.00000    4.99416e+02    2.32695e+03    1.07186e+02    8.35509e-06    3.33005e-06    6.53047e+01    1.73009e+02    1.34860e-05    5.37504e-06    5.99556e+01    4.67351e-06    1.86270e-06    2.39840e+02    1.86954e-05    7.45134e-06    3.76504e+01    2.93483e-06    1.16972e-06    3.05651e+02    2.38253e-05    9.49596e-06    2.66770e+01    2.07946e-06    8.28801e-07    8.56697e+01    6.67791e-06    2.66159e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.15938e+02    8.29393e+01    2.31816e+02    5.79541e+01    1.47256e+02    1.09098e+03    1.08227e+01    3.04442e+02
  mc.p5.hnu.333.nodk            333        0.11089        0.33300        0.30494        0.00270        0.21471        0.00049        0.90097        0.01589      706.21964     1506.88516       51.97616     1508.00000    4.94332e+02    2.30229e+03    1.06140e+02    8.27005e-06    3.31840e-06    6.48722e+01    1.71966e+02    1.33990e-05    5.37643e-06    5.96708e+01    4.64935e-06    1.86558e-06    2.37791e+02    1.85279e-05    7.43440e-06    3.75805e+01    2.92815e-06    1.17493e-06    3.03607e+02    2.36561e-05    9.49213e-06    2.65419e+01    2.06805e-06    8.29818e-07    1.08162e+02    8.42762e-06    3.38163e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.30051e+02    8.12412e+01    2.27070e+02    5.67676e+01    1.39655e+02    1.09522e+03    1.17383e+01    2.59782e+02
  mc.p5.hnu.334.nodk            334        0.11156        0.33400        0.30391        0.00270        0.21524        0.00049        0.91190        0.01502      645.39325     1541.92513       53.61131     1513.00000    5.04992e+02    2.34621e+03    1.08693e+02    8.44838e-06    3.41353e-06    6.64537e+01    1.76525e+02    1.37208e-05    5.54383e-06    6.09013e+01    4.73368e-06    1.91262e-06    2.43340e+02    1.89141e-05    7.64218e-06    3.85303e+01    2.99485e-06    1.21006e-06    3.11163e+02    2.41858e-05    9.77216e-06    2.71602e+01    2.11108e-06    8.52973e-07    8.41294e+01    6.53913e-06    2.64211e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.48844e+02    3.99726e+01    2.37753e+02    5.94383e+01    2.00669e+02    1.20428e+03    1.19506e+01    3.71263e+02
  mc.p5.hnu.335.nodk            335        0.11223        0.33500        0.30250        0.00270        0.21510        0.00049        0.91521        0.01516      659.09356     1549.57292       56.66732     1517.00000    5.26315e+02    2.44680e+03    1.13212e+02    8.80511e-06    3.58316e-06    6.89982e+01    1.83038e+02    1.42359e-05    5.79317e-06    6.31794e+01    4.91381e-06    1.99963e-06    2.52861e+02    1.96664e-05    8.00308e-06    3.98728e+01    3.10113e-06    1.26198e-06    3.22678e+02    2.50964e-05    1.02128e-05    2.81995e+01    2.19323e-06    8.92515e-07    8.54383e+01    6.64501e-06    2.70413e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.63798e+02    4.03701e+01    2.40118e+02    6.00294e+01    2.71247e+02    1.32840e+03    1.26054e+01    4.94612e+02
  mc.p5.hnu.336.nodk            336        0.11290        0.33600        0.30034        0.00270        0.21484        0.00049        0.90513        0.01612      725.04650     1511.68551       55.26362     1513.00000    5.15522e+02    2.39956e+03    1.10755e+02    8.62454e-06    3.53560e-06    6.75704e+01    1.79586e+02    1.39845e-05    5.73288e-06    6.20876e+01    4.83480e-06    1.98201e-06    2.47401e+02    1.92653e-05    7.89773e-06    3.90449e+01    3.04045e-06    1.24642e-06    3.16222e+02    2.46244e-05    1.00947e-05    2.75558e+01    2.14579e-06    8.79658e-07    1.12777e+02    8.78200e-06    3.60015e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.49824e+02    3.84202e+01    2.28519e+02    5.71298e+01    2.25212e+02    1.22121e+03    1.28959e+01    4.20854e+02
  mc.p5.hnu.337.nodk            337        0.11357        0.33700        0.29960        0.00250        0.20589        0.00048        0.87918        0.01780      734.63746     1338.36120       52.34017     1391.00000    5.09846e+02    2.47630e+03    1.04972e+02    8.52960e-06    3.52329e-06    6.38581e+01    1.69803e+02    1.37974e-05    5.69925e-06    5.84617e+01    4.75035e-06    1.96221e-06    2.34626e+02    1.90647e-05    7.87498e-06    3.68288e+01    2.99254e-06    1.23612e-06    2.98432e+02    2.42493e-05    1.00166e-05    2.60091e+01    2.11339e-06    8.72970e-07    1.58660e+02    1.28920e-05    5.32526e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.15024e+02    3.01150e+01    1.79121e+02    4.47803e+01    1.88901e+02    1.09822e+03    1.11988e+01    2.72136e+02
  mc.p5.hnu.338.nodk            338        0.11424        0.33800        0.29841        0.00250        0.20581        0.00048        0.87624        0.01762      708.27574     1323.79173       51.26305     1348.00000    5.00003e+02    2.42941e+03    1.02907e+02    8.36492e-06    3.48237e-06    6.28625e+01    1.66735e+02    1.35533e-05    5.64234e-06    5.73421e+01    4.66113e-06    1.94046e-06    2.30560e+02    1.87414e-05    7.80216e-06    3.63830e+01    2.95744e-06    1.23120e-06    2.94375e+02    2.39287e-05    9.96168e-06    2.56707e+01    2.08667e-06    8.68697e-07    1.28234e+02    1.04237e-05    4.33946e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.89533e+02    2.15704e+00    1.75242e+02    4.38106e+01    1.71942e+02    1.10001e+03    1.10902e+01    2.34110e+02
  mc.p5.hnu.339.nodk            339        0.11492        0.33900        0.29775        0.00250        0.20724        0.00049        0.86992        0.01886      794.87463     1300.51383       49.56779     1323.00000    4.85557e+02    2.34302e+03    1.00624e+02    8.12324e-06    3.40910e-06    6.12983e+01    1.62448e+02    1.31142e-05    5.50366e-06    5.62528e+01    4.54119e-06    1.90582e-06    2.25279e+02    1.81864e-05    7.63235e-06    3.52793e+01    2.84804e-06    1.19524e-06    2.87091e+02    2.31763e-05    9.72648e-06    2.49745e+01    2.01615e-06    8.46124e-07    1.23935e+02    1.00051e-05    4.19886e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.85182e+02    2.08185e+00    1.69134e+02    4.22834e+01    8.29158e+01    9.93668e+02    1.05285e+01    1.71173e+02
  mc.p5.hnu.340.nodk            340        0.11560        0.34000        0.29575        0.00250        0.20675        0.00049        0.87395        0.01896      789.47872     1295.19545       51.75637     1340.00000    5.02013e+02    2.42813e+03    1.03790e+02    8.39854e-06    3.55402e-06    6.30390e+01    1.67620e+02    1.35635e-05    5.73967e-06    5.78699e+01    4.68273e-06    1.98160e-06    2.31442e+02    1.87278e-05    7.92508e-06    3.64640e+01    2.95060e-06    1.24861e-06    2.95257e+02    2.38916e-05    1.01103e-05    2.57484e+01    2.08351e-06    8.81683e-07    1.49384e+02    1.20879e-05    5.11523e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.81255e+02    2.06485e+00    1.67753e+02    4.19383e+01    1.36309e+02    1.10747e+03    1.14896e+01    2.30438e+02
  mc.p5.hnu.341.nodk            341        0.11628        0.34100        0.29503        0.00250        0.20764        0.00049        0.86188        0.01951      857.63753     1294.04681       53.55866     1348.00000    5.12237e+02    2.46696e+03    1.06360e+02    8.56959e-06    3.65757e-06    6.45180e+01    1.71182e+02    1.37924e-05    5.88670e-06    5.90409e+01    4.75700e-06    2.03032e-06    2.37011e+02    1.90963e-05    8.15045e-06    3.73419e+01    3.00868e-06    1.28413e-06    3.01822e+02    2.43182e-05    1.03792e-05    2.63003e+01    2.11905e-06    9.04426e-07    1.61054e+02    1.29763e-05    5.53840e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.09791e+03    6.69987e+00    1.67456e+02    4.18639e+01    1.27145e+02    1.16672e+03    1.27492e+01    2.47990e+02
  mc.p5.hnu.342.nodk            342        0.11696        0.34200        0.29255        0.00250        0.20780        0.00049        0.86919        0.01962      832.83499     1278.18794       52.34938     1329.00000    5.02286e+02    2.41722e+03    1.04373e+02    8.40311e-06    3.61830e-06    6.33928e+01    1.68196e+02    1.35416e-05    5.83089e-06    5.78789e+01    4.65987e-06    2.00650e-06    2.32014e+02    1.86796e-05    8.04328e-06    3.65971e+01    2.94646e-06    1.26872e-06    2.96837e+02    2.38986e-05    1.02905e-05    2.58955e+01    2.08486e-06    8.97722e-07    1.56040e+02    1.25629e-05    5.40946e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.04150e+03    6.53666e+00    1.63376e+02    4.08441e+01    1.09669e+02    1.15986e+03    1.39244e+01    2.04742e+02
  mc.p5.hnu.343.nodk            343        0.11765        0.34300        0.29107        0.00250        0.20763        0.00049        0.87052        0.01899      729.93163     1238.48713       48.86674     1293.00000    4.76207e+02    2.29357e+03    9.88734e+01    7.96683e-06    3.46180e-06    6.02200e+01    1.59698e+02    1.28679e-05    5.59143e-06    5.52251e+01    4.44982e-06    1.93356e-06    2.20517e+02    1.77684e-05    7.72084e-06    3.48371e+01    2.80704e-06    1.21973e-06    2.82343e+02    2.27501e-05    9.88551e-06    2.44875e+01    1.97311e-06    8.57367e-07    1.54630e+02    1.24594e-05    5.41396e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.12957e+02    6.13690e+00    1.53385e+02    3.83463e+01    8.22116e+01    1.07484e+03    1.59797e+01    1.04105e+02
  mc.p5.hnu.344.nodk            344        0.11834        0.34400        0.28907        0.00250        0.20792        0.00049        0.88122        0.01838      696.38906     1265.18932       49.67504     1266.00000    4.83912e+02    2.32741e+03    1.00614e+02    8.09571e-06    3.55098e-06    6.10966e+01    1.62442e+02    1.30706e-05    5.73307e-06    5.61182e+01    4.51545e-06    1.98059e-06    2.24262e+02    1.80448e-05    7.91491e-06    3.51333e+01    2.82693e-06    1.23996e-06    2.86076e+02    2.30186e-05    1.00965e-05    2.48449e+01    1.99910e-06    8.76854e-07    1.01628e+02    8.17728e-06    3.58676e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.57164e+02    6.40438e+00    1.60070e+02    4.00176e+01    1.16370e+02    1.14472e+03    1.70551e+01    1.25804e+02
  mc.p5.hnu.345.nodk            345        0.11903        0.34500        0.28574        0.00230        0.19603        0.00048        0.90149        0.01777      549.22486     1188.61300       48.05094     1166.00000    4.94658e+02    2.52339e+03    9.69676e+01    8.27550e-06    3.66517e-06    5.91397e+01    1.56793e+02    1.33812e-05    5.92645e-06    5.41237e+01    4.61908e-06    2.04576e-06    2.16613e+02    1.84864e-05    8.18752e-06    3.41318e+01    2.91291e-06    1.29011e-06    2.77440e+02    2.36776e-05    1.04866e-05    2.41080e+01    2.05745e-06    9.11231e-07    7.72705e+01    6.59450e-06    2.92066e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.53889e+02    2.22499e+00    1.41280e+02    3.53200e+01    1.78279e+02    1.14267e+03    1.46225e+01    1.40603e+02
  mc.p5.hnu.346.nodk            346        0.11972        0.34600        0.28508        0.00230        0.19714        0.00048        0.89157        0.01857      620.20719     1195.84565       52.01116     1178.00000    5.18221e+02    2.62870e+03    1.02162e+02    8.66970e-06    3.87832e-06    6.24580e+01    1.65995e+02    1.40868e-05    6.30162e-06    5.71988e+01    4.85404e-06    2.17142e-06    2.28812e+02    1.94176e-05    8.68630e-06    3.59104e+01    3.04745e-06    1.36325e-06    2.92635e+02    2.48338e-05    1.11092e-05    2.54279e+01    2.15788e-06    9.65310e-07    8.64803e+01    7.33894e-06    3.28302e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.61141e+02    2.25215e+00    1.43005e+02    3.57512e+01    2.75464e+02    1.25511e+03    1.47954e+01    2.17641e+02
  mc.p5.hnu.347.nodk            347        0.12041        0.34700        0.28358        0.00230        0.19764        0.00048        0.87187        0.02024      728.08508     1162.54644       56.54669     1168.00000    5.47990e+02    2.77269e+03    1.08304e+02    9.16773e-06    4.14365e-06    6.60309e+01    1.75131e+02    1.48245e-05    6.70042e-06    6.03985e+01    5.11262e-06    2.31082e-06    2.41955e+02    2.04811e-05    9.25709e-06    3.80690e+01    3.22248e-06    1.45650e-06    3.08770e+02    2.61368e-05    1.18134e-05    2.68828e+01    2.27558e-06    1.02852e-06    1.14378e+02    9.68191e-06    4.37605e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.49214e+02    2.12847e+00    1.35151e+02    3.37879e+01    3.62987e+02    1.42647e+03    1.66079e+01    2.71183e+02
  mc.p5.hnu.348.nodk            348        0.12110        0.34800        0.28160        0.00230        0.19748        0.00048        0.87500        0.02004      666.30199     1126.98850       50.36949     1158.00000    5.00556e+02    2.53470e+03    9.88506e+01    8.37418e-06    3.82554e-06    6.05316e+01    1.60682e+02    1.36122e-05    6.21842e-06    5.53841e+01    4.69189e-06    2.14337e-06    2.22511e+02    1.88501e-05    8.61120e-06    3.47762e+01    2.94609e-06    1.34585e-06    2.83319e+02    2.40015e-05    1.09645e-05    2.46261e+01    2.08622e-06    9.53037e-07    1.31285e+02    1.11219e-05    5.08077e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.40225e+02    4.36755e-01    1.27010e+02    3.17526e+01    1.83051e+02    1.23707e+03    1.84035e+01    9.91335e+01
  mc.p5.hnu.349.nodk            349        0.12180        0.34900        0.27991        0.00230        0.19768        0.00048        0.86667        0.02073      700.49867     1106.58741       51.34078     1165.00000    5.07396e+02    2.56674e+03    1.00303e+02    8.48861e-06    3.92074e-06    6.11757e+01    1.62128e+02    1.37209e-05    6.33745e-06    5.59888e+01    4.73833e-06    2.18855e-06    2.23949e+02    1.89528e-05    8.75395e-06    3.52991e+01    2.98736e-06    1.37981e-06    2.86776e+02    2.42698e-05    1.12098e-05    2.49230e+01    2.10923e-06    9.74218e-07    1.60101e+02    1.35494e-05    6.25822e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.03940e+02    5.27412e-02    1.22454e+02    3.06134e+01    1.11362e+02    1.30246e+03    2.10141e+01    1.43983e+02
