             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff       trig_err             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_scat       err_trig        err_muv       err_flux     err_hscale       err_hval     err_hshape
  mc.p5.hnu.333.nodk            333        0.11089        0.33300        0.32128        0.00270        0.22616        0.00050        0.89931        0.01554     1586.82883       63.44594     1631.00000    5.42297e+02    2.39781e+03    5.42297e+02    9.07248e-06    3.64038e-06    8.77574e+02    1.46816e-05    5.89106e-06    3.02624e+02    5.06281e-06    2.03148e-06    1.21283e+03    2.02903e-05    8.14158e-06    1.91064e+02    3.19645e-06    1.28259e-06    7.43459e+02    1.24379e-05    4.99076e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.00900e+01    7.51777e+02    2.51803e+02    6.29506e+01    2.07332e+02    2.36274e+03    2.98695e+02
  mc.p5.hnu.334.nodk            334        0.11156        0.33400        0.32165        0.00270        0.22773        0.00050        0.91189        0.01441     1640.07873       66.31218     1642.00000    5.61964e+02    2.46769e+03    5.61964e+02    9.40150e-06    3.79864e-06    9.03689e+02    1.51185e-05    6.10856e-06    3.12945e+02    5.23549e-06    2.11538e-06    1.24983e+03    2.09094e-05    8.44834e-06    1.97227e+02    3.29955e-06    1.33317e-06    5.70839e+02    9.54999e-06    3.85863e-06    0.00000e+00    0.00000e+00    0.00000e+00    4.52237e+01    6.71482e+02    2.68986e+02    6.72465e+01    2.93651e+02    2.55419e+03    4.96527e+02
  mc.p5.hnu.335.nodk            335        0.11223        0.33500        0.32156        0.00270        0.22861        0.00050        0.91034        0.01485     1636.02929       68.26203     1637.00000    5.71796e+02    2.50116e+03    5.71796e+02    9.56600e-06    3.89280e-06    9.20971e+02    1.54076e-05    6.26999e-06    3.17690e+02    5.31487e-06    2.16284e-06    1.27012e+03    2.12488e-05    8.64700e-06    2.00984e+02    3.36241e-06    1.36830e-06    5.76220e+02    9.64001e-06    3.92292e-06    0.00000e+00    0.00000e+00    0.00000e+00    4.50006e+01    7.12266e+02    2.67659e+02    6.69148e+01    3.25264e+02    2.74762e+03    4.94979e+02
  mc.p5.hnu.336.nodk            336        0.11290        0.33600        0.32091        0.00270        0.22935        0.00050        0.90210        0.01551     1613.10447       67.69169     1639.00000    5.65075e+02    2.46383e+03    5.65075e+02    9.45356e-06    3.87545e-06    9.08750e+02    1.52032e-05    6.23248e-06    3.14719e+02    5.26516e-06    2.15844e-06    1.25681e+03    2.10260e-05    8.61955e-06    1.98361e+02    3.31853e-06    1.36042e-06    6.79635e+02    1.13701e-05    4.66114e-06    0.00000e+00    0.00000e+00    0.00000e+00    4.37483e+01    7.69659e+02    2.60211e+02    6.50527e+01    2.51501e+02    2.73443e+03    4.57562e+02
  mc.p5.hnu.337.nodk            337        0.11357        0.33700        0.32187        0.00250        0.22090        0.00050        0.87588        0.01712     1437.52825       64.79907     1499.00000    5.57671e+02    2.52454e+03    5.57671e+02    9.32969e-06    3.85378e-06    9.00934e+02    1.50724e-05    6.22590e-06    3.11384e+02    5.20938e-06    2.15182e-06    1.24418e+03    2.08148e-05    8.59788e-06    1.96535e+02    3.28798e-06    1.35816e-06    8.41436e+02    1.40770e-05    5.81474e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.47431e+01    7.89700e+02    2.06649e+02    5.16622e+01    2.31255e+02    2.52980e+03    3.55108e+02
  mc.p5.hnu.338.nodk            338        0.11424        0.33800        0.32203        0.00250        0.22183        0.00050        0.87696        0.01665     1443.23555       64.81836     1463.00000    5.57084e+02    2.51136e+03    5.57084e+02    9.31987e-06    3.87992e-06    8.98917e+02    1.50386e-05    6.26069e-06    3.11077e+02    5.20424e-06    2.16656e-06    1.24073e+03    2.07570e-05    8.64129e-06    1.95248e+02    3.26644e-06    1.35984e-06    6.48245e+02    1.08450e-05    4.51483e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.56385e+00    7.50923e+02    2.08293e+02    5.20732e+01    2.15983e+02    2.67256e+03    2.99026e+02
  mc.p5.hnu.339.nodk            339        0.11492        0.33900        0.32327        0.00250        0.22456        0.00050        0.87681        0.01735     1436.90854       63.29322     1452.00000    5.37398e+02    2.39313e+03    5.37398e+02    8.99053e-06    3.77308e-06    8.70623e+02    1.45653e-05    6.11266e-06    3.01691e+02    5.04721e-06    2.11818e-06    1.20384e+03    2.01399e-05    8.45218e-06    1.89990e+02    3.17848e-06    1.33392e-06    6.09439e+02    1.01958e-05    4.27888e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.54142e+00    8.08896e+02    2.06471e+02    5.16177e+01    1.20355e+02    2.61286e+03    2.03291e+02
  mc.p5.hnu.340.nodk            340        0.11560        0.34000        0.32293        0.00250        0.22547        0.00050        0.88119        0.01733     1437.97749       67.21736     1473.00000    5.59634e+02    2.48210e+03    5.59634e+02    9.36254e-06    3.96195e-06    9.09281e+02    1.52120e-05    6.43729e-06    3.12876e+02    5.23434e-06    2.21502e-06    1.25444e+03    2.09864e-05    8.88082e-06    1.97716e+02    3.30774e-06    1.39974e-06    7.21004e+02    1.20622e-05    5.10438e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.54521e+00    7.99881e+02    2.06778e+02    5.16945e+01    1.61927e+02    3.01809e+03    2.77258e+02
  mc.p5.hnu.341.nodk            341        0.11628        0.34100        0.32431        0.00250        0.22771        0.00051        0.87500        0.01741     1445.77225       69.67040     1506.00000    5.70839e+02    2.50687e+03    5.70839e+02    9.54999e-06    4.07601e-06    9.25821e+02    1.54887e-05    6.61072e-06    3.19505e+02    5.34524e-06    2.28139e-06    1.27635e+03    2.13530e-05    9.11365e-06    2.01988e+02    3.37920e-06    1.44227e-06    8.41513e+02    1.40783e-05    6.00872e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.36308e+00    8.27640e+02    2.09026e+02    5.22564e+01    1.68127e+02    3.34204e+03    2.46508e+02
  mc.p5.hnu.342.nodk            342        0.11696        0.34200        0.32373        0.00250        0.22923        0.00050        0.88071        0.01759     1450.30856       71.01513     1504.00000    5.77751e+02    2.52037e+03    5.77751e+02    9.66562e-06    4.16192e-06    9.30329e+02    1.55642e-05    6.70178e-06    3.21555e+02    5.37953e-06    2.31638e-06    1.28729e+03    2.15361e-05    9.27323e-06    2.03614e+02    3.40641e-06    1.46677e-06    8.15743e+02    1.36472e-05    5.87634e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.41564e+00    8.39390e+02    2.10339e+02    5.25849e+01    1.44245e+02    3.56834e+03    2.19831e+02
  mc.p5.hnu.343.nodk            343        0.11765        0.34300        0.32396        0.00250        0.23013        0.00050        0.88249        0.01696     1434.09283       71.90526     1488.00000    5.81305e+02    2.52594e+03    5.81305e+02    9.72507e-06    4.22580e-06    9.36868e+02    1.56736e-05    6.81058e-06    3.22816e+02    5.40063e-06    2.34672e-06    1.29240e+03    2.16216e-05    9.39515e-06    2.04128e+02    3.41501e-06    1.48391e-06    8.18351e+02    1.36908e-05    5.94902e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.22850e+00    7.60012e+02    2.05662e+02    5.14156e+01    1.17064e+02    3.84006e+03    1.87922e+02
  mc.p5.hnu.344.nodk            344        0.11834        0.34400        0.32407        0.00250        0.23197        0.00051        0.89100        0.01635     1469.61086       74.35111     1477.00000    5.91342e+02    2.54924e+03    5.91342e+02    9.89300e-06    4.33932e-06    9.57042e+02    1.60111e-05    7.02285e-06    3.29463e+02    5.51183e-06    2.41762e-06    1.31838e+03    2.20562e-05    9.67438e-06    2.08787e+02    3.49295e-06    1.53209e-06    6.26166e+02    1.04756e-05    4.59485e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.64114e+00    7.27583e+02    2.15976e+02    5.39939e+01    1.49390e+02    4.09747e+03    2.75038e+02
  mc.p5.hnu.345.nodk            345        0.11903        0.34500        0.32301        0.00230        0.22069        0.00050        0.90585        0.01601     1394.74950       73.83896     1363.00000    6.14166e+02    2.78299e+03    6.14166e+02    1.02748e-05    4.55066e-06    9.94028e+02    1.66298e-05    7.36524e-06    3.44573e+02    5.76462e-06    2.55311e-06    1.37387e+03    2.29845e-05    1.01797e-05    2.17055e+02    3.63127e-06    1.60826e-06    4.88901e+02    8.17918e-06    3.62250e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.06366e+00    6.07320e+02    1.94533e+02    4.86332e+01    2.19729e+02    4.06279e+03    3.16129e+02
  mc.p5.hnu.346.nodk            346        0.11972        0.34600        0.32443        0.00230        0.22295        0.00050        0.89567        0.01669     1407.00955       77.75087     1402.00000    6.37615e+02    2.85988e+03    6.37615e+02    1.06671e-05    4.77186e-06    1.02705e+03    1.71823e-05    7.68637e-06    3.54374e+02    5.92858e-06    2.65211e-06    1.41647e+03    2.36972e-05    1.06008e-05    2.24131e+02    3.74966e-06    1.67738e-06    6.15370e+02    1.02950e-05    4.60538e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.11775e+00    6.87476e+02    1.97968e+02    4.94919e+01    3.64927e+02    4.35296e+03    3.89253e+02
  mc.p5.hnu.347.nodk            347        0.12041        0.34700        0.32452        0.00230        0.22482        0.00050        0.87468        0.01802     1395.87955       84.46566     1413.00000    6.72462e+02    2.99110e+03    6.72462e+02    1.12501e-05    5.08486e-06    1.08982e+03    1.82324e-05    8.24075e-06    3.76484e+02    6.29847e-06    2.84680e-06    1.50269e+03    2.51395e-05    1.13626e-05    2.38155e+02    3.98427e-06    1.80082e-06    7.53234e+02    1.26014e-05    5.69562e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.06862e+00    8.26632e+02    1.94848e+02    4.87120e+01    5.10386e+02    4.99114e+03    5.59662e+02
  mc.p5.hnu.348.nodk            348        0.12110        0.34800        0.32552        0.00230        0.22666        0.00050        0.87089        0.01813     1345.89522       81.18490     1413.00000    6.43228e+02    2.83786e+03    6.43228e+02    1.07610e-05    4.91591e-06    1.03953e+03    1.73910e-05    7.94466e-06    3.59500e+02    6.01434e-06    2.74750e-06    1.44027e+03    2.40953e-05    1.10074e-05    2.27184e+02    3.80072e-06    1.73627e-06    9.46018e+02    1.58266e-05    7.23001e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.22904e-01    7.85123e+02    1.81143e+02    4.52858e+01    2.37727e+02    5.11491e+03    2.26176e+02
  mc.p5.hnu.349.nodk            349        0.12180        0.34900        0.32586        0.00230        0.22861        0.00051        0.85965        0.01863     1317.47707       84.71188     1433.00000    6.61624e+02    2.89415e+03    6.61624e+02    1.10688e-05    5.11249e-06    1.06768e+03    1.78620e-05    8.25015e-06    3.69833e+02    6.18722e-06    2.85777e-06    1.47371e+03    2.46549e-05    1.13877e-05    2.33655e+02    3.90898e-06    1.80549e-06    1.17360e+03    1.96341e-05    9.06865e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.47592e-02    8.15493e+02    1.73575e+02    4.33936e+01    1.65368e+02    5.73171e+03    2.46488e+02
  mc.p5.hnu.350.nodk            350        0.12250        0.35000        0.32529        0.00230        0.22947        0.00050        0.88281        0.01771     1290.28369       84.65202     1453.00000    6.58522e+02    2.86974e+03    6.58522e+02    1.10169e-05    5.14675e-06    1.06305e+03    1.77846e-05    8.30843e-06    3.67592e+02    6.14971e-06    2.87296e-06    1.46757e+03    2.45521e-05    1.14700e-05    2.32028e+02    3.88177e-06    1.81344e-06    1.37524e+03    2.30073e-05    1.07483e-05    4.42804e+01    7.40799e-07    3.46078e-07    7.17049e-02    6.70097e+02    1.66483e+02    4.16208e+01    1.28532e+02    6.13804e+03    2.11221e+01
  mc.p5.hnu.351.nodk            351        0.12320        0.35100        0.32434        0.00230        0.23081        0.00051        0.87733        0.01827     1314.62688       88.34848     1458.00000    6.78414e+02    2.93931e+03    6.78414e+02    1.13497e-05    5.36498e-06    1.09795e+03    1.83684e-05    8.68272e-06    3.80033e+02    6.35785e-06    3.00535e-06    1.51310e+03    2.53138e-05    1.19658e-05    2.39428e+02    4.00557e-06    1.89343e-06    1.30771e+03    2.18777e-05    1.03416e-05    0.00000e+00    0.00000e+00    0.00000e+00    7.44361e-02    7.49290e+02    1.72824e+02    4.32061e+01    1.03734e+02    6.61848e+03    1.17847e+02
  mc.p5.hnu.352.nodk            352        0.12390        0.35200        0.32438        0.00230        0.23177        0.00051        0.88946        0.01718     1350.80195       91.02136     1472.00000    6.93711e+02    2.99307e+03    6.93711e+02    1.16056e-05    5.55314e-06    1.12010e+03    1.87390e-05    8.96637e-06    3.87988e+02    6.49093e-06    3.10583e-06    1.55083e+03    2.59449e-05    1.24143e-05    2.45332e+02    4.10434e-06    1.96388e-06    1.22452e+03    2.04859e-05    9.80226e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.77109e-04    6.80801e+02    1.82467e+02    4.56166e+01    1.58333e+02    7.15030e+03    6.73670e+01
  mc.p5.hnu.353.nodk            353        0.12461        0.35300        0.32470        0.00230        0.23390        0.00051        0.89351        0.01702     1328.47680       96.08894     1456.00000    7.21134e+02    3.08304e+03    7.21134e+02    1.20644e-05    5.84586e-06    1.16503e+03    1.94907e-05    9.44431e-06    4.02472e+02    6.73325e-06    3.26263e-06    1.60892e+03    2.69168e-05    1.30426e-05    2.54189e+02    4.25251e-06    2.06057e-06    1.27277e+03    2.12932e-05    1.03177e-05    0.00000e+00    0.00000e+00    0.00000e+00    3.64747e-04    6.40225e+02    1.76485e+02    4.41213e+01    3.03387e+02    8.01365e+03    5.52119e+01
  mc.p5.hnu.354.nodk            354        0.12532        0.35400        0.32378        0.00210        0.22249        0.00050        0.90782        0.01669     1246.85315       95.65240     1337.00000    7.50452e+02    3.37305e+03    7.50452e+02    1.25549e-05    6.16343e-06    1.21263e+03    2.02869e-05    9.95923e-06    4.19343e+02    7.01550e-06    3.44404e-06    1.67479e+03    2.80188e-05    1.37549e-05    2.65070e+02    4.43454e-06    2.17700e-06    1.16278e+03    1.94531e-05    9.54988e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.21303e-04    5.25360e+02    1.55464e+02    3.88661e+01    4.48024e+02    7.94020e+03    4.14715e+01
  mc.p5.hnu.355.nodk            355        0.12602        0.35500        0.32442        0.00210        0.22461        0.00050        0.91354        0.01653     1230.74848       99.60099     1360.00000    7.70403e+02    3.42992e+03    7.70403e+02    1.28886e-05    6.41343e-06    1.24602e+03    2.08456e-05    1.03729e-05    4.31899e+02    7.22556e-06    3.59546e-06    1.71716e+03    2.87276e-05    1.42949e-05    2.72439e+02    4.55783e-06    2.26799e-06    1.35371e+03    2.26472e-05    1.12693e-05    0.00000e+00    0.00000e+00    0.00000e+00    5.62655e-02    4.96111e+02    1.51474e+02    3.78685e+01    3.05200e+02    8.90052e+03    2.91230e+01
  mc.p5.hnu.356.nodk            356        0.12674        0.35600        0.32375        0.00210        0.22547        0.00050        0.90957        0.01612     1233.49290      100.30276     1419.00000    7.73527e+02    3.43069e+03    7.73527e+02    1.29409e-05    6.53037e-06    1.24731e+03    2.08672e-05    1.05302e-05    4.32867e+02    7.24176e-06    3.65441e-06    1.72556e+03    2.88682e-05    1.45678e-05    2.72760e+02    4.56320e-06    2.30273e-06    1.60489e+03    2.68493e-05    1.35490e-05    4.16134e+01    6.96181e-07    3.51314e-07    7.76742e-03    4.78084e+02    1.52150e+02    3.80376e+01    3.09452e+01    9.34684e+03    1.45751e+01
  mc.p5.hnu.357.nodk            357        0.12745        0.35700        0.31971        0.00210        0.22464        0.00050        0.88250        0.01735     1140.29676      102.44534     1467.00000    7.88890e+02    3.51178e+03    7.88890e+02    1.31979e-05    6.75771e-06    1.27335e+03    2.13028e-05    1.09076e-05    4.40524e+02    7.36984e-06    3.77357e-06    1.75780e+03    2.94075e-05    1.50575e-05    2.78279e+02    4.65554e-06    2.38377e-06    2.25568e+03    3.77369e-05    1.93223e-05    6.53986e+02    1.09410e-05    5.60211e-06    6.63803e-03    5.02379e+02    1.30028e+02    3.25069e+01    7.17288e+01    9.71495e+03    4.34474e+01
  mc.p5.hnu.358.nodk            358        0.12816        0.35800        0.31868        0.00210        0.22557        0.00050        0.88361        0.01681     1154.20359      106.03499     1459.00000    8.11414e+02    3.59725e+03    8.11414e+02    1.35747e-05    7.05651e-06    1.30717e+03    2.18686e-05    1.13679e-05    4.52037e+02    7.56246e-06    3.93117e-06    1.80291e+03    3.01622e-05    1.56791e-05    2.86251e+02    4.78891e-06    2.48940e-06    2.17359e+03    3.63635e-05    1.89027e-05    5.29850e+02    8.86425e-06    4.60787e-06    6.80093e-03    4.82354e+02    1.33219e+02    3.33046e+01    1.38296e+02    1.04100e+04    4.62493e+01
  mc.p5.hnu.359.nodk            359        0.12888        0.35900        0.31481        0.00210        0.22546        0.00050        0.87313        0.01784     1189.59452      109.80765     1412.00000    8.37401e+02    3.71415e+03    8.37401e+02    1.40095e-05    7.39784e-06    1.35112e+03    2.26038e-05    1.19362e-05    4.68397e+02    7.83616e-06    4.13796e-06    1.86485e+03    3.11984e-05    1.64746e-05    2.96294e+02    4.95692e-06    2.61755e-06    1.83358e+03    3.06753e-05    1.61983e-05    1.40151e+02    2.34469e-06    1.23814e-06    4.17061e-03    5.90590e+02    1.41514e+02    3.53784e+01    1.23409e+02    1.11662e+04    6.22343e-01
  mc.p5.hnu.360.nodk            360        0.12960        0.36000        0.31003        0.00210        0.22407        0.00050        0.89231        0.01698     1215.08354      113.13988     1353.00000    8.69063e+02    3.87862e+03    8.69063e+02    1.45392e-05    7.80411e-06    1.39938e+03    2.34112e-05    1.25663e-05    4.84463e+02    8.10494e-06    4.35044e-06    1.92967e+03    3.22830e-05    1.73283e-05    3.06880e+02    5.13402e-06    2.75576e-06    1.48926e+03    2.49149e-05    1.33734e-05    0.00000e+00    0.00000e+00    0.00000e+00    7.25596e-01    5.34458e+02    1.47643e+02    3.69107e+01    3.05633e+01    1.19845e+04    6.58218e+01
  mc.p5.hnu.361.nodk            361        0.13032        0.36100        0.30547        0.00210        0.22206        0.00050        0.87838        0.01834     1227.96121      116.54805     1311.00000    8.97463e+02    4.04149e+03    8.97463e+02    1.50143e-05    8.19756e-06    1.45058e+03    2.42679e-05    1.32498e-05    5.03569e+02    8.42458e-06    4.59968e-06    2.00370e+03    3.35213e-05    1.83021e-05    3.18170e+02    5.32290e-06    2.90621e-06    1.27830e+03    2.13856e-05    1.16762e-05    0.00000e+00    0.00000e+00    0.00000e+00    7.41058e-01    6.57172e+02    1.50789e+02    3.76972e+01    2.81245e+02    1.21976e+04    2.58237e+02
  mc.p5.hnu.362.nodk            362        0.13104        0.36200        0.29976        0.00190        0.20712        0.00049        0.90909        0.01704     1105.24926      107.89745     1180.00000    8.95800e+02    4.32504e+03    8.95800e+02    1.49865e-05    8.32898e-06    1.44538e+03    2.41808e-05    1.34389e-05    5.00417e+02    8.37184e-06    4.65278e-06    1.99495e+03    3.33751e-05    1.85487e-05    3.16222e+02    5.29030e-06    2.94017e-06    1.26057e+03    2.10890e-05    1.17205e-05    0.00000e+00    0.00000e+00    0.00000e+00    2.84753e+00    4.29067e+02    1.22158e+02    3.05394e+01    4.16943e+02    1.04647e+04    1.75573e+02
  mc.p5.hnu.363.nodk            363        0.13177        0.36300        0.29365        0.00190        0.20554        0.00048        0.89728        0.01820     1055.08276      105.55333     1187.00000    8.83770e+02    4.29972e+03    8.83770e+02    1.47852e-05    8.37089e-06    1.42295e+03    2.38056e-05    1.34779e-05    4.92463e+02    8.23878e-06    4.66451e-06    1.96212e+03    3.28258e-05    1.85848e-05    3.11841e+02    5.21701e-06    2.95369e-06    1.53079e+03    2.56097e-05    1.44993e-05    0.00000e+00    0.00000e+00    0.00000e+00    3.82834e+00    4.57809e+02    1.11320e+02    2.78300e+01    3.38418e+02    1.00588e+04    1.43489e+02
  mc.p5.hnu.364.nodk            364        0.13250        0.36400        0.28602        0.00190        0.20250        0.00048        0.90691        0.01743     1004.11750       99.88554     1154.00000    8.51016e+02    4.20252e+03    8.51016e+02    1.42373e-05    8.21842e-06    1.36865e+03    2.28972e-05    1.32173e-05    4.74846e+02    7.94405e-06    4.58568e-06    1.89126e+03    3.16403e-05    1.82642e-05    2.99736e+02    5.01451e-06    2.89461e-06    1.59760e+03    2.67274e-05    1.54283e-05    0.00000e+00    0.00000e+00    0.00000e+00    3.46742e+00    3.72290e+02    1.00825e+02    2.52063e+01    1.42363e+02    9.29787e+03    3.50947e+01
  mc.p5.hnu.365.nodk            365        0.13322        0.36500        0.27808        0.00190        0.19930        0.00048        0.89969        0.01839      977.19024       94.94704     1152.00000    8.24473e+02    4.13682e+03    8.24473e+02    1.37932e-05    8.12532e-06    1.33039e+03    2.22571e-05    1.31112e-05    4.60318e+02    7.70101e-06    4.53652e-06    1.83628e+03    3.07205e-05    1.80969e-05    2.90601e+02    4.86168e-06    2.86392e-06    1.70981e+03    2.86047e-05    1.68505e-05    4.54496e+01    7.60359e-07    4.47913e-07    3.28394e+00    3.98846e+02    9.54901e+01    2.38725e+01    5.77583e+01    8.32871e+03    1.06979e+02
  mc.p5.hnu.366.nodk            366        0.13396        0.36600        0.26681        0.00190        0.19422        0.00047        0.90506        0.01807      964.03610       93.76225     1089.00000    8.36770e+02    4.30840e+03    8.36770e+02    1.39989e-05    8.42390e-06    1.34559e+03    2.25113e-05    1.35463e-05    4.66604e+02    7.80616e-06    4.69738e-06    1.85958e+03    3.11103e-05    1.87207e-05    2.94326e+02    4.92400e-06    2.96303e-06    1.48577e+03    2.48565e-05    1.49575e-05    0.00000e+00    0.00000e+00    0.00000e+00    4.61766e+00    3.70620e+02    9.29366e+01    2.32341e+01    1.08605e+02    7.99905e+03    1.92294e+02
  mc.p5.hnu.367.nodk            367        0.13469        0.36700        0.25724        0.00170        0.17658        0.00046        0.87786        0.02213      798.83815       84.72999      910.00000    8.27761e+02    4.68771e+03    8.27761e+02    1.38482e-05    8.52163e-06    1.34216e+03    2.24540e-05    1.38173e-05    4.63020e+02    7.74620e-06    4.76670e-06    1.85082e+03    3.09638e-05    1.90539e-05    2.92559e+02    4.89444e-06    3.01184e-06    1.46790e+03    2.45576e-05    1.51117e-05    0.00000e+00    0.00000e+00    0.00000e+00    1.80192e+00    4.05391e+02    6.38142e+01    1.59536e+01    7.77652e+01    6.48524e+03    1.29203e+02
  mc.p5.hnu.368.nodk            368        0.13542        0.36800        0.24434        0.00170        0.16973        0.00045        0.88933        0.02169      813.13754       84.88611      847.00000    8.67533e+02    5.11123e+03    8.67533e+02    1.45136e-05    9.14379e-06    1.39675e+03    2.33673e-05    1.47217e-05    4.82755e+02    8.07636e-06    5.08823e-06    1.93188e+03    3.23199e-05    2.03620e-05    3.05381e+02    5.10894e-06    3.21871e-06    1.06971e+03    1.78959e-05    1.12747e-05    0.00000e+00    0.00000e+00    0.00000e+00    1.86701e+00    3.93401e+02    6.61193e+01    1.65298e+01    2.79451e+02    6.03603e+03    4.12257e+02
  mc.p5.hnu.369.nodk            369        0.13616        0.36900        0.23292        0.00170        0.16503        0.00044        0.89806        0.02350      741.39918       75.34733      798.00000    7.96714e+02    4.82766e+03    7.96714e+02    1.33288e-05    8.60848e-06    1.28649e+03    2.15227e-05    1.39006e-05    4.44626e+02    7.43847e-06    4.80417e-06    1.77624e+03    2.97161e-05    1.91923e-05    2.80303e+02    4.68940e-06    3.02867e-06    1.14569e+03    1.91670e-05    1.23791e-05    0.00000e+00    0.00000e+00    0.00000e+00    5.66339e-01    3.76487e+02    5.49673e+01    1.37418e+01    2.38219e+02    4.78172e+03    2.11516e+02
  mc.p5.hnu.370.nodk            370        0.13690        0.37000        0.21952        0.00170        0.15732        0.00044        0.93478        0.02095      747.50117       71.37325      722.00000    7.96656e+02    5.06395e+03    7.96656e+02    1.33278e-05    8.83690e-06    1.28500e+03    2.14976e-05    1.42538e-05    4.45490e+02    7.45293e-06    4.94160e-06    1.77973e+03    2.97745e-05    1.97417e-05    2.79634e+02    4.67821e-06    3.10184e-06    6.52335e+02    1.09134e-05    7.23602e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.24200e-02    2.80763e+02    5.58758e+01    1.39689e+01    4.01464e+02    4.04891e+03    2.93141e+02
  mc.p5.hnu.371.nodk            371        0.13764        0.37100        0.20548        0.00170        0.15091        0.00043        0.91011        0.02425      651.90324       65.68266      634.00000    7.62885e+02    5.05537e+03    7.62885e+02    1.27629e-05    8.70128e-06    1.23890e+03    2.07265e-05    1.41306e-05    4.26742e+02    7.13928e-06    4.86731e-06    1.70820e+03    2.85777e-05    1.94833e-05    2.67759e+02    4.47954e-06    3.05399e-06    6.58020e+02    1.10085e-05    7.50521e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.44635e-03    3.01749e+02    4.24978e+01    1.06244e+01    3.88435e+02    3.38759e+03    1.83301e+02
  mc.p5.hnu.372.nodk            372        0.13838        0.37200        0.19126        0.00150        0.13253        0.00041        0.90411        0.02779      509.40248       54.23878      520.00000    7.27079e+02    5.48616e+03    7.27079e+02    1.21638e-05    8.54224e-06    1.17856e+03    1.97170e-05    1.38466e-05    4.03388e+02    6.74857e-06    4.73928e-06    1.62234e+03    2.71414e-05    1.90604e-05    2.52941e+02    4.23163e-06    2.97172e-06    8.11253e+02    1.35720e-05    9.53116e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.65062e-01    2.45109e+02    2.59491e+01    6.48727e+00    8.65315e+01    2.51244e+03    6.50597e+01
  mc.p5.hnu.373.nodk            373        0.13913        0.37300        0.17568        0.00150        0.12417        0.00040        0.92593        0.02627      470.30420       49.41771      503.00000    7.13610e+02    5.74708e+03    7.13610e+02    1.19385e-05    8.65336e-06    1.15520e+03    1.93263e-05    1.40082e-05    3.96292e+02    6.62986e-06    4.80551e-06    1.59674e+03    2.67131e-05    1.93624e-05    2.48387e+02    4.15546e-06    3.01199e-06    9.83478e+02    1.64533e-05    1.19258e-05    0.00000e+00    0.00000e+00    0.00000e+00    2.25934e-01    1.78085e+02    2.21186e+01    5.52965e+00    5.54514e+01    2.15288e+03    2.78206e+01
  mc.p5.hnu.374.nodk            374        0.13988        0.37400        0.15899        0.00150        0.11532        0.00038        0.90909        0.03195      453.76071       50.71507      480.00000    7.79102e+02    6.75587e+03    7.79102e+02    1.30342e-05    9.77323e-06    1.26322e+03    2.11333e-05    1.58461e-05    4.33176e+02    7.24692e-06    5.43386e-06    1.74730e+03    2.92318e-05    2.19185e-05    2.71887e+02    4.54860e-06    3.41062e-06    1.01675e+03    1.70100e-05    1.27544e-05    0.00000e+00    0.00000e+00    0.00000e+00    1.92632e-06    2.54307e+02    2.05899e+01    5.14747e+00    2.12133e+02    1.98720e+03    9.26364e+01
  mc.p5.hnu.375.nodk            375        0.14062        0.37500        0.13956        0.00150        0.10341        0.00037        0.91111        0.03554      426.01928       53.90684      412.00000    9.19123e+02    8.88832e+03    9.19123e+02    1.53767e-05    1.19582e-05    1.47829e+03    2.47314e-05    1.92332e-05    5.09302e+02    8.52049e-06    6.62626e-06    2.04719e+03    3.42490e-05    2.66349e-05    3.18824e+02    5.33385e-06    4.14805e-06    7.91772e+02    1.32461e-05    1.03013e-05    0.00000e+00    0.00000e+00    0.00000e+00    1.69798e-06    2.76180e+02    1.81492e+01    4.53731e+00    4.87919e+02    1.78864e+03    3.30517e+02
