              ntotal                 eff                  up                down               width                 rat
                1700                 0.7             0.71831            0.681177           0.0371328             1.20247
                1700                0.71            0.728118            0.691344           0.0367745             1.17905
                1700                0.72            0.737915             0.70152           0.0363949             1.15583
                1700                0.73            0.747702            0.711708           0.0359934             1.13279
                1700                0.74            0.757477            0.721908            0.035569             1.10991
                1700                0.75             0.76724            0.732119            0.035121             1.08718
                1700                0.76            0.776991            0.742342           0.0346485             1.06459
                1700                0.77            0.786729            0.752578           0.0341505             1.04211
                1700                0.78            0.796453            0.762828           0.0336256             1.01973
                1700                0.79            0.806164            0.773091           0.0330728            0.997428
                1700                 0.8             0.81586            0.783369           0.0324905            0.975195
                1700                0.81             0.82554            0.793663            0.031877            0.953008
                1700                0.82            0.835204            0.803973           0.0312305             0.93085
                1700                0.83             0.84485            0.814301           0.0305489            0.908701
                1700                0.84            0.854477            0.824647           0.0298297            0.886541
                1700                0.85            0.864084            0.835014           0.0290701            0.864349
                1700                0.86            0.873669            0.845402           0.0282667            0.842102
                1700                0.87             0.88323            0.855815           0.0274155            0.819775
                1700                0.88            0.892765            0.866253            0.026512            0.797341
                1700                0.89            0.902271             0.87672           0.0255504            0.774771
                1700                 0.9            0.911744             0.88722           0.0245236            0.752033
                1700                0.91             0.92118            0.897757           0.0234231            0.729091
                1700                0.92            0.930573            0.908336           0.0222373            0.705904
                1700                0.93            0.939916            0.918964           0.0209516            0.682425
                1700                0.94            0.949198            0.929653           0.0195455            0.658597
                1700                0.95            0.958406            0.940416           0.0179899            0.634355
                1700                0.96            0.967515            0.951275           0.0162404            0.609614
                1700                0.97            0.976489            0.962267           0.0142224            0.584266
                1700                0.98            0.985253            0.973462           0.0117917            0.558149
                1700                0.99            0.993618            0.985038          0.00858046            0.530967
                1700                   1                   1            0.998239          0.00176064            0.501316
                1750                 0.5            0.519935            0.480065           0.0398694             1.74119
                1750                0.51            0.529633            0.489771            0.039862              1.7096
                1750                0.52            0.539894            0.500056            0.039838             1.67864
                1750                0.53            0.549577            0.509777              0.0398             1.64837
                1750                0.54            0.559822            0.520079           0.0397436              1.6186
                1750                0.55             0.56949            0.529815           0.0396748             1.58952
                1750                0.56            0.579718            0.540133           0.0395856             1.56081
                1750                0.57            0.589371            0.549885           0.0394858              1.5328
                1750                0.58            0.599582            0.560219           0.0393635             1.50504
                1750                0.59            0.609219            0.569987            0.039232             1.47799
                1750                 0.6            0.619414            0.580338           0.0390759             1.45108
                1750                0.61            0.629034            0.590122           0.0389123             1.42488
                1750                0.62            0.639212             0.60049           0.0387216             1.39874
                1750                0.63            0.648815            0.610291           0.0385248             1.37331
                1750                0.64            0.658975            0.620677           0.0382985             1.34784
                1750                0.65            0.668562            0.630494           0.0380675              1.3231
                1750                0.66            0.678703            0.640899           0.0378043             1.29823
                1750                0.67            0.688272            0.650734           0.0375378             1.27409
                1750                0.68            0.698394            0.661158           0.0372362             1.24975
                1750                0.69            0.707944            0.671012           0.0369326             1.22614
                1750                 0.7            0.718046            0.681456           0.0365906             1.20226
                1750                0.71            0.727577            0.691329           0.0362479             1.17912
                1750                0.72            0.737658            0.701794           0.0358634             1.15562
                1750                0.73            0.747168            0.711689           0.0354792             1.13288
                1750                0.74            0.757226            0.722176           0.0350493             1.10971
                1750                0.75            0.766713            0.732093           0.0346207             1.08731
                1750                0.76            0.776747            0.742605           0.0341421              1.0644
                1750                0.77            0.786211            0.752545           0.0336655             1.04226
                1750                0.78            0.796218            0.763084           0.0331339             1.01954
                1750                0.79            0.805655             0.77305           0.0326049            0.997612
                1750                 0.8            0.815633            0.783618            0.032015            0.975016
                1750                0.81            0.825042            0.793613            0.031428            0.953222
                1750                0.82            0.834987            0.804214           0.0307731            0.930677
                1750                0.83            0.844363            0.814242            0.030121            0.908946
                1750                0.84            0.854271            0.824879           0.0293924            0.886375
                1750                0.85            0.863609            0.834944           0.0286656            0.864628
                1750                0.86            0.873475            0.845623           0.0278518            0.841942
                1750                0.87             0.88277            0.855732           0.0270375            0.820089
                1750                0.88            0.892584            0.866462           0.0261223            0.797189
                1750                0.89            0.901826            0.876624           0.0252024            0.775124
                1750                 0.9            0.911578            0.887416           0.0241625            0.751889
                1750                0.91            0.920753            0.897643           0.0231097            0.729489
                1750                0.92            0.930425            0.908516           0.0219089            0.705769
                1750                0.93            0.939511            0.918831           0.0206794            0.682872
                1750                0.94             0.94907            0.929815           0.0192557            0.658473
                1750                0.95            0.958027            0.940258           0.0177686            0.634863
                1750                0.96            0.967412            0.951414           0.0159979            0.609505
                1750                0.97            0.976146            0.962076           0.0140703            0.584853
                1750                0.98            0.985183             0.97357           0.0116128            0.558062
                1750                0.99            0.993342            0.984785          0.00855613            0.531675
                1750                   1                   1             0.99829          0.00171038            0.501278
                1800                 0.5            0.519652            0.480348           0.0393045              1.7409
                1800                0.51            0.529636             0.49034           0.0392968             1.70929
                1800                0.52            0.539613            0.500339           0.0392735             1.67836
                1800                0.53            0.549581            0.510346           0.0392347             1.64805
                1800                0.54            0.559542            0.520361           0.0391804             1.61833
                1800                0.55            0.569495            0.530384           0.0391104             1.58917
                1800                0.56             0.57944            0.540415           0.0390247             1.56055
                1800                0.57            0.589377            0.550454           0.0389231             1.53243
                1800                0.58            0.599306            0.560501           0.0388056             1.50479
                1800                0.59            0.609227            0.570555            0.038672              1.4776
                1800                 0.6             0.61914            0.580618           0.0385221             1.45084
                1800                0.61            0.629045            0.590689           0.0383557             1.42448
                1800                0.62            0.638941            0.600769           0.0381726             1.39851
                1800                0.63            0.648829            0.610857           0.0379727             1.37289
                1800                0.64            0.658708            0.620953           0.0377555             1.34762
                1800                0.65            0.668579            0.631058           0.0375207             1.32266
                1800                0.66            0.678441            0.641172           0.0372682             1.29801
                1800                0.67            0.688293            0.651296           0.0369974             1.27364
                1800                0.68            0.698136            0.661428            0.036708             1.24954
                1800                0.69             0.70797             0.67157           0.0363995             1.22568
                1800                 0.7            0.717794            0.681722           0.0360715             1.20205
                1800                0.71            0.727608            0.691884           0.0357233             1.17864
                1800                0.72            0.737411            0.702057           0.0353544             1.15543
                1800                0.73            0.747204             0.71224           0.0349641             1.13239
                1800                0.74            0.756985            0.722434           0.0345517             1.10952
                1800                0.75            0.766755            0.732639           0.0341163              1.0868
                1800                0.76            0.776514            0.742856           0.0336571             1.06421
                1800                0.77            0.786259            0.753086            0.033173             1.04174
                1800                0.78            0.795992            0.763329           0.0326629             1.01936
                1800                0.79            0.805711            0.773585           0.0321256            0.997071
                1800                 0.8            0.815416            0.783856           0.0315597            0.974844
                1800                0.81            0.825105            0.794142           0.0309634            0.952664
                1800                0.82            0.834779            0.804444           0.0303351            0.930512
                1800                0.83            0.844435            0.814763           0.0296727            0.908369
                1800                0.84            0.854074              0.8251           0.0289737            0.886216
                1800                0.85            0.863692            0.835457           0.0282354             0.86403
                1800                0.86            0.873289            0.845834           0.0274545             0.84179
                1800                0.87            0.882863            0.856236           0.0266273            0.819469
                1800                0.88            0.892411            0.866662           0.0257492            0.797043
                1800                0.89            0.901931            0.877117           0.0248145            0.774481
                1800                 0.9            0.911419            0.887603           0.0238167            0.751751
                1800                0.91            0.920872            0.898125            0.022747            0.728818
                1800                0.92            0.930282            0.908688           0.0215945             0.70564
                1800                0.93            0.939644            0.919299           0.0203449             0.68217
                1800                0.94            0.948947            0.929969           0.0189783            0.658354
                1800                0.95            0.958177            0.940711           0.0174663            0.634124
                1800                0.96            0.967312            0.951546           0.0157658            0.609399
                1800                0.97            0.976315            0.962511           0.0138043             0.58407
                1800                0.98            0.985115            0.973673           0.0114416            0.557978
                1800                0.99            0.993527            0.985207          0.00831976             0.53083
                1800                   1                   1            0.998337          0.00166291            0.501243
                1850                 0.5            0.519381            0.480619           0.0387628             1.74061
                1850                0.51            0.529096             0.49034           0.0387556             1.70903
                1850                0.52            0.539343             0.50061           0.0387323             1.67808
                1850                0.53            0.549042            0.510347           0.0386953             1.64783
                1850                0.54            0.559273            0.520633           0.0386404             1.61807
                1850                0.55            0.568958            0.530385           0.0385734             1.58899
                1850                0.56            0.579173            0.540686           0.0384868              1.5603
                1850                0.57            0.588843            0.550453           0.0383895             1.53229
                1850                0.58            0.599041            0.560771           0.0382707             1.50455
                1850                0.59            0.608696            0.570553           0.0381427             1.47749
                1850                 0.6            0.618878            0.580887            0.037991             1.45061
                1850                0.61            0.628517            0.590685           0.0378316             1.42441
                1850                0.62            0.638682            0.601036           0.0376463             1.39828
                1850                0.63            0.648305             0.61085           0.0374546             1.37285
                1850                0.64            0.658453            0.621218           0.0372348              1.3474
                1850                0.65            0.668059            0.631049           0.0370098             1.32265
                1850                0.66            0.678189            0.641435           0.0367542              1.2978
                1850                0.67            0.687777            0.651283           0.0364945             1.27366
                1850                0.68            0.697889            0.661687           0.0362016             1.24933
                1850                0.69            0.707459            0.671554           0.0359058             1.22572
                1850                 0.7            0.717551            0.681978           0.0355737             1.20186
                1850                0.71            0.727103            0.691863           0.0352398             1.17871
                1850                0.72            0.737174            0.702308           0.0348663             1.15524
                1850                0.73            0.746705            0.712213            0.034492             1.13249
                1850                0.74            0.756755             0.72268           0.0340745             1.10934
                1850                0.75            0.766264            0.732607            0.033657             1.08693
                1850                0.76             0.77629            0.743098           0.0331921             1.06404
                1850                0.77            0.785776            0.753048           0.0327278             1.04189
                1850                0.78            0.795776            0.763564           0.0322114             1.01919
                1850                0.79            0.805236             0.77354           0.0316961             0.99725
                1850                 0.8            0.815208            0.784084           0.0311231            0.974679
                1850                0.81             0.82464            0.794088           0.0305513             0.95287
                1850                0.82             0.83458            0.804664           0.0299152            0.930353
                1850                0.83             0.84398              0.8147           0.0292799            0.908606
                1850                0.84            0.853884            0.825312           0.0285722            0.886063
                1850                0.85            0.863248            0.835384           0.0278642            0.864298
                1850                0.86            0.873111            0.846037           0.0270737            0.841643
                1850                0.87            0.882432            0.856151           0.0262804            0.819771
                1850                0.88            0.892245            0.866854           0.0253915            0.796903
                1850                0.89            0.901515            0.877019           0.0244952            0.774819
                1850                 0.9            0.911267            0.887782           0.0234852            0.751618
                1850                0.91            0.920472            0.898012           0.0224595            0.729197
                1850                0.92            0.930146            0.908853           0.0212932            0.705515
                1850                0.93            0.939264            0.919169           0.0200952            0.682597
                1850                0.94            0.948829            0.930117           0.0187124             0.65824
                1850                0.95            0.957821            0.940558           0.0172634            0.634609
                1850                0.96            0.967217            0.951673           0.0155434            0.609299
                1850                0.97            0.975992            0.962327           0.0136651            0.584628
                1850                0.98             0.98505            0.973772           0.0112777            0.557897
                1850                0.99            0.993264            0.984966          0.00829815            0.531502
                1850                   1                   1            0.998382            0.001618            0.501209
                1900                 0.5            0.519121            0.480879           0.0382429             1.74034
                1900                0.51            0.529106            0.490871           0.0382353             1.70875
                1900                0.52            0.539083            0.500871           0.0382127             1.67782
                1900                0.53            0.549053            0.510878           0.0381749             1.64752
                1900                0.54            0.559015            0.520893            0.038122             1.61782
                1900                0.55             0.56897            0.530916           0.0380539             1.58867
                1900                0.56            0.578917            0.540946           0.0379705             1.56006
                1900                0.57            0.588856            0.550984           0.0378716             1.53195
                1900                0.58            0.598787             0.56103           0.0377572             1.50432
                1900                0.59            0.608711            0.571083           0.0376272             1.47714
                1900                 0.6            0.618626            0.581145           0.0374812             1.45038
                1900                0.61            0.628534            0.591214           0.0373193             1.42403
                1900                0.62            0.638433            0.601292           0.0371411             1.39807
                1900                0.63            0.648324            0.611378           0.0369464             1.37246
                1900                0.64            0.658207            0.621472            0.036735             1.34719
                1900                0.65            0.668082            0.631575           0.0365066             1.32225
                1900                0.66            0.677947            0.641686           0.0362607              1.2976
                1900                0.67            0.687804            0.651807           0.0359972             1.27324
                1900                0.68            0.697652            0.661936           0.0357155             1.24914
                1900                0.69             0.70749            0.672075           0.0354152             1.22529
                1900                 0.7            0.717319            0.682223           0.0350959             1.20167
                1900                0.71            0.727138            0.692381           0.0347569             1.17827
                1900                0.72            0.736947            0.702549           0.0343979             1.15506
                1900                0.73            0.746745            0.712727            0.034018             1.13203
                1900                0.74            0.756533            0.722917           0.0336165             1.10916
                1900                0.75             0.76631            0.733117           0.0331927             1.08645
                1900                0.76            0.776075            0.743329           0.0327457             1.06387
                1900                0.77            0.785827            0.753553           0.0322745              1.0414
                1900                0.78            0.795568             0.76379            0.031778             1.01903
                1900                0.79            0.805294            0.774039            0.031255            0.996743
                1900                 0.8            0.815007            0.784303           0.0307041            0.974521
                1900                0.81            0.824706            0.794582           0.0301237            0.952346
                1900                0.82            0.834388            0.804876           0.0295122              0.9302
                1900                0.83            0.844054            0.815187           0.0288673            0.908064
                1900                0.84            0.853702            0.825515           0.0281869            0.885916
                1900                0.85            0.863331            0.835863           0.0274683            0.863737
                1900                0.86            0.872939            0.846231           0.0267082            0.841502
                1900                0.87            0.882525            0.856622            0.025903            0.819189
                1900                0.88            0.892085            0.867037           0.0250482            0.796769
                1900                0.89            0.901619             0.87748           0.0241384            0.774213
                1900                 0.9            0.911121            0.887954           0.0231671            0.751491
                1900                0.91            0.920588            0.898462           0.0221258            0.728566
                1900                0.92            0.930015            0.909011            0.021004            0.705396
                1900                0.93            0.939394            0.919606           0.0197876            0.681936
                1900                0.94            0.948716            0.930259           0.0184573             0.65813
                1900                0.95            0.957967            0.940981           0.0169855            0.633913
                1900                0.96            0.967125            0.951795           0.0153301            0.609202
                1900                0.97            0.976155            0.962734           0.0134206             0.58389
                1900                0.98            0.984987            0.973867           0.0111205             0.55782
                1900                0.99            0.993442            0.985361          0.00808096            0.530705
                1900                   1                   1            0.998425          0.00157546            0.501178
                1950                 0.5            0.518872            0.481128           0.0377432             1.74008
                1950                0.51            0.528601            0.490865           0.0377361             1.70851
                1950                0.52            0.538834            0.501121           0.0377134             1.67757
                1950                0.53            0.548549            0.510872           0.0376773             1.64732
                1950                0.54            0.558767            0.521143           0.0376239             1.61757
                1950                0.55            0.568467            0.530909           0.0375586             1.58851
                1950                0.56             0.57867            0.541196           0.0374743             1.55983
                1950                0.57            0.588356            0.550976           0.0373794             1.53182
                1950                0.58            0.598543            0.561279           0.0372638             1.50409
                1950                0.59            0.608213            0.571074           0.0371389             1.47704
                1950                 0.6            0.618384            0.581393           0.0369914             1.45017
                1950                0.61            0.628039            0.591203           0.0368358             1.42397
                1950                0.62            0.638194            0.601538           0.0366556             1.39786
                1950                0.63            0.647833            0.611365           0.0364686             1.37242
                1950                0.64            0.657971            0.621717           0.0362547             1.34699
                1950                0.65            0.667594            0.631559           0.0360352             1.32224
                1950                0.66            0.677715            0.641928           0.0357866             1.29741
                1950                0.67            0.687321            0.651788           0.0355333             1.27326
                1950                0.68            0.697423            0.662175           0.0352483             1.24895
                1950                0.69            0.707012            0.672052           0.0349597             1.22534
                1950                 0.7            0.717095            0.682458           0.0346367             1.20149
                1950                0.71            0.726665            0.692354            0.034311             1.17834
                1950                0.72            0.736728            0.702781           0.0339477             1.15488
                1950                0.73            0.746278            0.712696           0.0335825             1.13212
                1950                0.74             0.75632            0.723144           0.0331764               1.109
                1950                0.75            0.765849             0.73308           0.0327691             1.08657
                1950                0.76            0.775868            0.743551           0.0323168              1.0637
                1950                0.77            0.785374             0.75351           0.0318639             1.04155
                1950                0.78            0.795368            0.764006           0.0313616             1.01887
                1950                0.79            0.804849             0.77399           0.0308589            0.996916
                1950                 0.8            0.814815            0.784514           0.0303015            0.974369
                1950                0.81            0.824269            0.794525           0.0297436            0.952546
                1950                0.82            0.834204            0.805079           0.0291249            0.930054
                1950                0.83            0.843627            0.815122           0.0285051            0.908292
                1950                0.84            0.853527             0.82571           0.0278167            0.885775
                1950                0.85            0.862914            0.835788            0.027126            0.863994
                1950                0.86            0.872774            0.846417            0.026357            0.841367
                1950                0.87             0.88212            0.856537           0.0255831            0.819478
                1950                0.88            0.891932            0.867214           0.0247183            0.796639
                1950                0.89            0.901227            0.877383            0.023844            0.774538
                1950                 0.9             0.91098            0.888119           0.0228614            0.751369
                1950                0.91            0.920212            0.898351           0.0218609            0.728929
                1950                0.92            0.929888            0.909162           0.0207262            0.705282
                1950                0.93            0.939036            0.919478           0.0195575            0.682344
                1950                0.94            0.948607            0.930394           0.0182122            0.658025
                1950                0.95            0.957631            0.940832           0.0167986            0.634375
                1950                0.96            0.967037            0.951911           0.0151252            0.609109
                1950                0.97             0.97585            0.962557           0.0132926            0.584421
                1950                0.98            0.984927            0.973957           0.0109696            0.557746
                1950                0.99            0.993193            0.985131          0.00806163            0.531343
                1950                   1                   1            0.998465          0.00153509            0.501147
                2000                 0.5            0.518631            0.481369           0.0372625             1.73982
                2000                0.51            0.528617            0.491362           0.0372551             1.70824
                2000                0.52            0.538595            0.501362           0.0372331             1.67733
                2000                0.53            0.548566            0.511369           0.0371963             1.64704
                2000                0.54            0.558529            0.521384           0.0371447             1.61734
                2000                0.55            0.568485            0.531407           0.0370783             1.58821
                2000                0.56            0.578433            0.541436            0.036997              1.5596
                2000                0.57            0.588374            0.551474           0.0369006              1.5315
                2000                0.58            0.598308            0.561519           0.0367891             1.50388
                2000                0.59            0.608233            0.571571           0.0366623             1.47671
                2000                 0.6            0.618151            0.581631           0.0365201             1.44996
                2000                0.61            0.628062            0.591699           0.0363623             1.42362
                2000                0.62            0.637964            0.601775           0.0361886             1.39766
                2000                0.63            0.647858            0.611859           0.0359988             1.37206
                2000                0.64            0.657744            0.621951           0.0357927              1.3468
                2000                0.65            0.667622            0.632052           0.0355701             1.32186
                2000                0.66            0.677491            0.642161           0.0353304             1.29722
                2000                0.67            0.687352            0.652278           0.0350735             1.27286
                2000                0.68            0.697204            0.662405           0.0347989             1.24877
                2000                0.69            0.707046             0.67254           0.0345063             1.22493
                2000                 0.7             0.71688            0.682685            0.034195             1.20132
                2000                0.71            0.726704            0.692839           0.0338647             1.17792
                2000                0.72            0.736518            0.703003           0.0335146             1.15471
                2000                0.73            0.746322            0.713177           0.0331443             1.13169
                2000                0.74            0.756115            0.723362            0.032753             1.10883
                2000                0.75            0.765898            0.733558           0.0323399             1.08612
                2000                0.76            0.775669            0.743765           0.0319042             1.06355
                2000                0.77            0.785428            0.753983           0.0314449             1.04108
                2000                0.78            0.795175            0.764214            0.030961             1.01872
                2000                0.79            0.804909            0.774458           0.0304512            0.996438
                2000                 0.8             0.81463            0.784716           0.0299142            0.974222
                2000                0.81            0.824336            0.794987           0.0293485            0.952053
                2000                0.82            0.834027            0.805274           0.0287524            0.929912
                2000                0.83            0.843701            0.815578           0.0281238            0.907781
                2000                0.84            0.853359            0.825898           0.0274606            0.885639
                2000                0.85            0.862997            0.836237           0.0267601            0.863466
                2000                0.86            0.872616            0.846596           0.0260192            0.841237
                2000                0.87            0.882212            0.856978           0.0252343            0.818929
                2000                0.88            0.891784            0.867383           0.0244011            0.796515
                2000                0.89            0.901329            0.877815           0.0235143            0.773966
                2000                 0.9            0.910844            0.888277           0.0225675            0.751251
                2000                0.91            0.920325            0.898773           0.0215525            0.728333
                2000                0.92            0.929767            0.909308           0.0204591            0.705171
                2000                0.93            0.939162            0.919889           0.0192733             0.68172
                2000                0.94            0.948502            0.930525           0.0179766            0.657924
                2000                0.95            0.957772             0.94123           0.0165419            0.633718
                2000                0.96            0.966952            0.952023           0.0149283             0.60902
                2000                0.97            0.976007             0.96294           0.0130669            0.583724
                2000                0.98            0.984869            0.974044           0.0108246            0.557675
                2000                0.99            0.993363            0.985502          0.00786118            0.530591
                2000                   1                   1            0.998503          0.00149674            0.501119
                2050                 0.5              0.5184              0.4816           0.0367996             1.73958
                2050                0.51            0.528142            0.491349           0.0367927             1.70802
                2050                0.52            0.538364            0.501594           0.0367706             1.67709
                2050                0.53            0.548092            0.511357           0.0367353             1.64685
                2050                0.54            0.558299            0.521616           0.0366833             1.61712
                2050                0.55            0.568013            0.531394           0.0366195             1.58805
                2050                0.56            0.578205            0.541668           0.0365374             1.55939
                2050                0.57            0.587905             0.55146           0.0364447             1.53138
                2050                0.58            0.598081            0.561749           0.0363321             1.50367
                2050                0.59            0.607766            0.571556           0.0362101             1.47662
                2050                 0.6            0.617927            0.581861           0.0360663             1.44976
                2050                0.61            0.627597            0.591683           0.0359144             1.42356
                2050                0.62            0.637742            0.602003           0.0357389             1.39747
                2050                0.63            0.647397             0.61184           0.0355562             1.37203
                2050                0.64            0.657526            0.622178           0.0353479             1.34661
                2050                0.65            0.667164            0.632031           0.0351335             1.32186
                2050                0.66            0.677276            0.642385           0.0348912             1.29704
                2050                0.67            0.686898            0.652254           0.0346439             1.27289
                2050                0.68            0.696992            0.662626           0.0343662              1.2486
                2050                0.69            0.706597            0.672513           0.0340844             1.22498
                2050                 0.7            0.716673            0.682903           0.0337697             1.20115
                2050                0.71            0.726259            0.692808           0.0334516             1.17799
                2050                0.72            0.736315            0.703218           0.0330977             1.15455
                2050                0.73            0.745883            0.713142           0.0327411             1.13179
                2050                0.74            0.755918            0.723572           0.0323454             1.10868
                2050                0.75            0.765465            0.733517           0.0319476             1.08624
                2050                0.76            0.775477             0.74397            0.031507             1.06339
                2050                0.77            0.785002            0.753937           0.0310647             1.04123
                2050                0.78             0.79499            0.764415           0.0305753             1.01857
                2050                0.79             0.80449            0.774406           0.0300843            0.996607
                2050                 0.8            0.814451             0.78491           0.0295413            0.974081
                2050                0.81            0.823925            0.794928           0.0289965            0.952247
                2050                0.82            0.833856            0.805462           0.0283937            0.929776
                2050                0.83            0.843299            0.815511           0.0277884            0.908001
                2050                0.84            0.853196            0.826079           0.0271178            0.885509
