                 run          burst_time               count                dxdz                dydz                xoff                yoff                pmag               alpha                beta                 pol
               20501          1190620418                9189                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620509                9218                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620555                9066                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620600                9149                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620623                9181                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620646                9156                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620692                9118                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620714                9095                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620737                9032                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620783                9124                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620806                9232                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620851                9140                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620874                9070                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620897                9138                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620920                9190                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620942                9206                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620965                4584                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621011                9199                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621079                8905                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621102                9088                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621193                9107                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621239                8859                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621262                8958                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621330                8881                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621398                9182                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621444                4667                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621467                9172                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621490                9131                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621512                4610                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621604                9097                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621649                8896                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621695                8838                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190621718                9119                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190621763                9178                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190621809                9115                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190621854                9054                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190621900                9180                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190621991                9225                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622014                9111                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622060                9008                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622082                9040                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622242                9139                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622265                9164                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622310                9120                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622356                9047                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622379                8976                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
