             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2         ses_br         ses_u2     comb_sigma        dt_pull    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape        err_km3
  mc.p5.hnu.312.nodk            312        0.09734        0.31200        0.31232        0.00310        0.22205        0.00050        0.88976        0.01488      957.73564     1850.74819       66.24784     1834.00000    1.29446e+02    5.82951e+02    1.29446e+02    9.75261e-06    3.52085e-06    7.53413e-08    2.71995e-08    7.89907e+01   -2.12027e-01    2.09271e+02    1.57668e-05    5.69207e-06    7.23037e+01    5.44746e-06    1.96662e-06    2.89094e+02    2.17808e-05    7.86321e-06    4.56861e+01    3.44205e-06    1.24264e-06    3.68912e+02    2.77943e-05    1.00342e-05    3.23500e+01    2.43730e-06    8.79904e-07    1.14355e+02    8.61565e-06    3.11039e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18398e+03    5.14906e+02    3.42527e+02    8.56317e+01    3.22828e+02    1.10903e+03    8.03401e+00    5.64948e+02    2.56887e+02
  mc.p5.hnu.313.nodk            313        0.09797        0.31300        0.31142        0.00310        0.22252        0.00050        0.89940        0.01450      903.51515     1864.53283       64.87916     1827.00000    1.27935e+02    5.74927e+02    1.27935e+02    9.61838e-06    3.48483e-06    7.51821e-08    2.72391e-08    7.79348e+01   -4.81593e-01    2.06763e+02    1.55449e-05    5.63206e-06    7.14153e+01    5.36915e-06    1.94529e-06    2.85585e+02    2.14708e-05    7.77908e-06    4.51001e+01    3.39072e-06    1.22849e-06    3.64403e+02    2.73966e-05    9.92603e-06    3.19247e+01    2.40017e-06    8.69602e-07    9.59533e+01    7.21396e-06    2.61369e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.08826e+03    5.22605e+02    3.47648e+02    8.69121e+01    2.91038e+02    1.09815e+03    8.21475e+00    5.06795e+02    2.59673e+02
  mc.p5.hnu.314.nodk            314        0.09860        0.31400        0.31155        0.00310        0.22390        0.00050        0.88710        0.01522      977.69514     1822.90787       64.06554     1831.00000    1.26003e+02    5.62774e+02    1.26003e+02    9.41506e-06    3.42381e-06    7.47211e-08    2.71725e-08    7.69890e+01    1.05108e-01    2.03827e+02    1.52302e-05    5.53849e-06    7.03860e+01    5.25932e-06    1.91256e-06    2.81650e+02    2.10452e-05    7.65313e-06    4.44821e+01    3.32375e-06    1.20869e-06    3.59468e+02    2.68599e-05    9.76766e-06    3.15003e+01    2.35374e-06    8.55943e-07    1.35096e+02    1.00945e-05    3.67089e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.20178e+03    4.60085e+02    3.32299e+02    8.30748e+01    2.68976e+02    1.04783e+03    7.90656e+00    4.40278e+02    2.62171e+02
  mc.p5.hnu.315.nodk            315        0.09923        0.31500        0.31236        0.00310        0.22443        0.00050        0.87425        0.01581     1057.46395     1798.51193       66.65897     1894.00000    1.29700e+02    5.77905e+02    1.29700e+02    9.66819e-06    3.52935e-06    7.45427e-08    2.72117e-08    7.90059e+01    1.20862e+00    2.09528e+02    1.56188e-05    5.70159e-06    7.24301e+01    5.39914e-06    1.97094e-06    2.89350e+02    2.15690e-05    7.87370e-06    4.57454e+01    3.40999e-06    1.24481e-06    3.69168e+02    2.75188e-05    1.00457e-05    3.23799e+01    2.41369e-06    8.81110e-07    2.26705e+02    1.68992e-05    6.16902e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.35085e+03    4.84111e+02    3.23465e+02    8.08661e+01    2.98798e+02    1.11893e+03    8.36174e+00    5.14564e+02    2.63472e+02
  mc.p5.hnu.316.nodk            316        0.09986        0.31600        0.31242        0.00310        0.22557        0.00050        0.88211        0.01585     1052.45619     1805.92374       64.62170     1905.00000    1.26563e+02    5.61089e+02    1.26563e+02    9.38687e-06    3.44026e-06    7.41678e-08    2.71823e-08    7.73427e+01    1.28100e+00    2.05395e+02    1.52337e-05    5.58310e-06    7.08701e+01    5.25628e-06    1.92641e-06    2.83214e+02    2.10054e-05    7.69841e-06    4.48419e+01    3.32582e-06    1.21890e-06    3.61028e+02    2.67766e-05    9.81355e-06    3.16474e+01    2.34722e-06    8.60249e-07    2.27629e+02    1.68828e-05    6.18748e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.29855e+03    4.88109e+02    3.26136e+02    8.15340e+01    2.30670e+02    1.07461e+03    1.00306e+01    4.00594e+02    2.65730e+02
  mc.p5.hnu.317.nodk            317        0.10049        0.31700        0.31371        0.00310        0.22785        0.00051        0.89397        0.01508      960.34466     1837.51692       65.64062     1878.00000    1.28705e+02    5.64866e+02    1.28705e+02    9.45006e-06    3.47763e-06    7.34243e-08    2.70202e-08    7.83978e+01    5.16381e-01    2.07527e+02    1.52375e-05    5.60742e-06    7.20669e+01    5.29146e-06    1.94726e-06    2.87357e+02    2.10990e-05    7.76443e-06    4.53497e+01    3.32977e-06    1.22536e-06    3.66170e+02    2.68858e-05    9.89398e-06    3.21592e+01    2.36127e-06    8.68948e-07    1.70137e+02    1.24922e-05    4.59715e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.16789e+03    5.05337e+02    3.37647e+02    8.44117e+01    2.88037e+02    1.14596e+03    1.05671e+01    5.02251e+02    2.66584e+02
  mc.p5.hnu.318.nodk            318        0.10112        0.31800        0.31241        0.00290        0.21872        0.00050        0.89116        0.01596      971.32622     1739.91425       64.43413     1766.00000    1.25603e+02    5.74264e+02    1.25603e+02    9.60729e-06    3.55049e-06    7.64892e-08    2.82675e-08    7.67572e+01    3.39847e-01    2.03432e+02    1.55604e-05    5.75053e-06    7.05269e+01    5.39455e-06    1.99362e-06    2.81256e+02    2.15131e-05    7.95041e-06    4.44513e+01    3.40005e-06    1.25653e-06    3.59076e+02    2.74655e-05    1.01502e-05    3.14229e+01    2.40352e-06    8.88248e-07    1.52893e+02    1.16947e-05    4.32190e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18016e+03    3.24432e+02    3.02730e+02    7.56825e+01    3.04231e+02    1.17043e+03    9.94508e+00    5.47257e+02    2.36889e+02
  mc.p5.hnu.319.nodk            319        0.10176        0.31900        0.31322        0.00290        0.22035        0.00050        0.90949        0.01459      819.63035     1785.04475       64.79966     1764.00000    1.27468e+02    5.78466e+02    1.27468e+02    9.67759e-06    3.59214e-06    7.59219e-08    2.81808e-08    7.73566e+01   -2.72049e-01    2.05292e+02    1.55862e-05    5.78530e-06    7.08273e+01    5.37735e-06    1.99597e-06    2.83111e+02    2.14944e-05    7.97831e-06    4.48242e+01    3.40314e-06    1.26318e-06    3.61935e+02    2.74788e-05    1.01996e-05    3.16387e+01    2.40207e-06    8.91603e-07    1.07980e+02    8.19804e-06    3.04296e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.69845e+02    2.40692e+02    3.18638e+02    7.96596e+01    4.25926e+02    1.26105e+03    1.10820e+01    6.54395e+02    2.37709e+02
  mc.p5.hnu.320.nodk            320        0.10240        0.32000        0.31362        0.00290        0.22204        0.00050        0.93049        0.01317      664.96031     1821.51450       61.61770     1686.00000    1.23067e+02    5.54268e+02    1.23067e+02    9.27276e-06    3.45745e-06    7.53472e-08    2.80941e-08    7.49550e+01   -1.80794e+00    1.98896e+02    1.49862e-05    5.58779e-06    6.86961e+01    5.17605e-06    1.92995e-06    2.74717e+02    2.06991e-05    7.71791e-06    4.33779e+01    3.26840e-06    1.21866e-06    3.50536e+02    2.64119e-05    9.84799e-06    3.07011e+01    2.31324e-06    8.62520e-07    4.70619e+01    3.54598e-06    1.32216e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.47793e+02    2.50627e+02    3.31792e+02    8.29479e+01    3.16892e+02    1.23607e+03    1.14807e+01    5.79919e+02    2.39222e+02
  mc.p5.hnu.321.nodk            321        0.10304        0.32100        0.31266        0.00290        0.22159        0.00050        0.92511        0.01346      717.36987     1840.57136       63.64900     1715.00000    1.25964e+02    5.68449e+02    1.25964e+02    9.51000e-06    3.56248e-06    7.54975e-08    2.82817e-08    7.67578e+01   -1.63594e+00    2.03795e+02    1.53860e-05    5.76367e-06    7.02283e+01    5.30206e-06    1.98617e-06    2.81619e+02    2.12615e-05    7.96465e-06    4.45522e+01    3.36358e-06    1.26001e-06    3.58428e+02    2.70604e-05    1.01369e-05    3.14890e+01    2.37734e-06    8.90561e-07    5.18952e+01    3.91795e-06    1.46768e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.18041e+02    2.55899e+02    3.38770e+02    8.46926e+01    3.85776e+02    1.29700e+03    1.16414e+01    6.18248e+02    2.41131e+02
  mc.p5.hnu.322.nodk            322        0.10368        0.32200        0.31149        0.00290        0.22166        0.00050        0.93527        0.01275      620.40214     1826.76107       59.55038     1704.00000    1.20113e+02    5.41878e+02    1.20113e+02    9.06548e-06    3.41234e-06    7.54747e-08    2.84095e-08    7.33008e+01   -1.67476e+00    1.94946e+02    1.47135e-05    5.53831e-06    6.72309e+01    5.07423e-06    1.91000e-06    2.68765e+02    2.02849e-05    7.63547e-06    4.25242e+01    3.20950e-06    1.20809e-06    3.42579e+02    2.58560e-05    9.73249e-06    2.99990e+01    2.26417e-06    8.52256e-07    4.87268e+01    3.67764e-06    1.38430e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.88723e+02    1.58911e+02    3.33706e+02    8.34264e+01    2.59863e+02    1.27441e+03    1.26111e+01    4.92159e+02    2.42432e+02
  mc.p5.hnu.323.nodk            323        0.10433        0.32300        0.31279        0.00290        0.22381        0.00051        0.93724        0.01215      554.88714     1817.02286       56.73359     1758.00000    1.17030e+02    5.22893e+02    1.17030e+02    8.74785e-06    3.30918e-06    7.47488e-08    2.82763e-08    7.09628e+01   -8.31743e-01    1.87847e+02    1.40413e-05    5.31161e-06    6.52851e+01    4.87998e-06    1.84602e-06    2.59669e+02    1.94100e-05    7.34248e-06    4.11860e+01    3.07860e-06    1.16459e-06    3.31486e+02    2.47782e-05    9.37320e-06    2.91309e+01    2.17750e-06    8.23715e-07    7.15321e+01    5.34694e-06    2.02266e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.15731e+02    8.21668e+01    3.30157e+02    8.25393e+01    2.34158e+02    1.22338e+03    1.24904e+01    3.94733e+02    2.43342e+02
  mc.p5.hnu.324.nodk            324        0.10498        0.32400        0.31294        0.00290        0.22463        0.00050        0.92784        0.01279      610.54169     1792.71531       57.10813     1716.00000    1.16539e+02    5.18809e+02    1.16539e+02    8.67953e-06    3.30019e-06    7.44777e-08    2.83184e-08    7.10919e+01   -1.07910e+00    1.88363e+02    1.40289e-05    5.33414e-06    6.51245e+01    4.85032e-06    1.84422e-06    2.60184e+02    1.93779e-05    7.36800e-06    4.11546e+01    3.06510e-06    1.16543e-06    3.32000e+02    2.47266e-05    9.40170e-06    2.91392e+01    2.17022e-06    8.25175e-07    6.27728e+01    4.67517e-06    1.77763e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.90089e+02    7.99831e+01    3.21383e+02    8.03457e+01    2.08214e+02    1.20723e+03    1.19823e+01    4.17532e+02    2.44576e+02
  mc.p5.hnu.325.nodk            325        0.10563        0.32500        0.31223        0.00290        0.22484        0.00050        0.91189        0.01386      711.07127     1754.47071       57.11370     1733.00000    1.16344e+02    5.17463e+02    1.16344e+02    8.65702e-06    3.30906e-06    7.44088e-08    2.84420e-08    7.08269e+01   -3.03144e-01    1.88173e+02    1.40017e-05    5.35203e-06    6.48641e+01    4.82646e-06    1.84487e-06    2.59997e+02    1.93461e-05    7.39485e-06    4.09268e+01    3.04531e-06    1.16404e-06    3.30804e+02    2.46148e-05    9.40874e-06    2.89527e+01    2.15433e-06    8.23472e-07    9.70715e+01    7.22298e-06    2.76091e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.28617e+02    7.66069e+01    3.07817e+02    7.69542e+01    1.79987e+02    1.15831e+03    1.11514e+01    3.78133e+02    2.44401e+02
  mc.p5.hnu.326.nodk            326        0.10628        0.32600        0.31141        0.00290        0.22653        0.00050        0.91649        0.01369      678.07655     1743.42936       54.30331     1689.00000    1.12579e+02    4.96969e+02    1.12579e+02    8.31416e-06    3.19536e-06    7.38521e-08    2.83834e-08    6.85002e+01   -7.94587e-01    1.81399e+02    1.33967e-05    5.14873e-06    6.25977e+01    4.62297e-06    1.77674e-06    2.51227e+02    1.85536e-05    7.13067e-06    3.96709e+01    2.92978e-06    1.12599e-06    3.20037e+02    2.36354e-05    9.08374e-06    2.80085e+01    2.06849e-06    7.94977e-07    7.04893e+01    5.20578e-06    2.00072e-06    0.00000e+00    0.00000e+00    0.00000e+00    7.76823e+02    7.71031e+01    3.03955e+02    7.59886e+01    1.23812e+02    1.03960e+03    1.10051e+01    2.97060e+02    2.43503e+02
  mc.p5.hnu.327.nodk            327        0.10693        0.32700        0.31073        0.00290        0.22692        0.00050        0.89827        0.01515      865.33930     1744.57391       62.11161     1696.00000    1.22823e+02    5.41256e+02    1.22823e+02    9.05507e-06    3.49971e-06    7.37248e-08    2.84940e-08    7.48494e+01   -6.48956e-01    1.98651e+02    1.46455e-05    5.66037e-06    6.85045e+01    5.05048e-06    1.95197e-06    2.74475e+02    2.02356e-05    7.82090e-06    4.32375e+01    3.18768e-06    1.23201e-06    3.50294e+02    2.58253e-05    9.98126e-06    3.07166e+01    2.26457e-06    8.75238e-07    8.35876e+01    6.16248e-06    2.38174e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.03997e+03    5.45053e+01    3.04354e+02    7.60885e+01    2.64896e+02    1.26582e+03    1.17080e+01    5.98491e+02    2.42020e+02
  mc.p5.hnu.328.nodk            328        0.10758        0.32800        0.30992        0.00270        0.21757        0.00049        0.87864        0.01730      994.15424     1601.70318       62.97079     1549.00000    1.22281e+02    5.62036e+02    1.22281e+02    9.40271e-06    3.65516e-06    7.68942e-08    2.98914e-08    7.46125e+01   -7.06359e-01    1.98111e+02    1.52336e-05    5.92183e-06    6.85668e+01    5.27239e-06    2.04956e-06    2.72929e+02    2.09867e-05    8.15825e-06    4.31589e+01    3.31866e-06    1.29008e-06    3.48750e+02    2.68168e-05    1.04246e-05    3.04805e+01    2.34377e-06    9.11107e-07    8.06124e+01    6.19863e-06    2.40962e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.23999e+03    4.59435e+01    2.56545e+02    6.41363e+01    3.01116e+02    1.23079e+03    1.02567e+01    6.05408e+02    2.11136e+02
  mc.p5.hnu.329.nodk            329        0.10824        0.32900        0.30868        0.00270        0.21708        0.00049        0.88293        0.01709      947.92287     1590.28536       62.06058     1546.00000    1.21317e+02    5.58872e+02    1.21317e+02    9.34978e-06    3.65633e-06    7.70689e-08    3.01386e-08    7.37686e+01   -6.00328e-01    1.96148e+02    1.51169e-05    5.91164e-06    6.75843e+01    5.20865e-06    2.03690e-06    2.69964e+02    2.08058e-05    8.13633e-06    4.26050e+01    3.28352e-06    1.28406e-06    3.44782e+02    2.65720e-05    1.03913e-05    3.01167e+01    2.32106e-06    9.07674e-07    8.47025e+01    6.52793e-06    2.55282e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.17379e+03    4.52909e+01    2.52901e+02    6.32252e+01    2.91423e+02    1.21592e+03    1.04124e+01    5.89062e+02    2.09491e+02
  mc.p5.hnu.330.nodk            330        0.10890        0.33000        0.30866        0.00270        0.21944        0.00050        0.88193        0.01704      925.35675     1574.30254       62.18402     1555.00000    1.21290e+02    5.52718e+02    1.21290e+02    9.24683e-06    3.63837e-06    7.62374e-08    2.99973e-08    7.37642e+01   -2.61679e-01    1.96121e+02    1.49518e-05    5.88310e-06    6.75666e+01    5.15110e-06    2.02681e-06    2.69937e+02    2.05793e-05    8.09736e-06    4.25928e+01    3.24716e-06    1.27767e-06    3.44755e+02    2.62832e-05    1.03417e-05    3.02310e+01    2.30473e-06    9.06848e-07    1.03610e+02    7.89896e-06    3.10802e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.15517e+03    8.86733e+01    2.47843e+02    6.19607e+01    2.74278e+02    1.25226e+03    1.14363e+01    5.66042e+02    2.09181e+02
  mc.p5.hnu.331.nodk            331        0.10956        0.33100        0.30675        0.00270        0.21859        0.00050        0.88863        0.01650      847.05276     1567.75247       58.05017     1554.00000    1.15112e+02    5.26622e+02    1.15112e+02    8.81025e-06    3.48862e-06    7.65362e-08    3.03062e-08    7.02679e+01   -1.95715e-01    1.86946e+02    1.43082e-05    5.66563e-06    6.43889e+01    4.92808e-06    1.95138e-06    2.57766e+02    1.97284e-05    7.81190e-06    4.06941e+01    3.11457e-06    1.23328e-06    3.28579e+02    2.51482e-05    9.95799e-06    2.86783e+01    2.19493e-06    8.69130e-07    1.02776e+02    7.86605e-06    3.11474e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.03084e+03    8.79369e+01    2.45785e+02    6.14462e+01    1.81060e+02    1.14975e+03    1.17089e+01    3.92395e+02    2.08909e+02
  mc.p5.hnu.332.nodk            332        0.11022        0.33200        0.30639        0.00270        0.21966        0.00050        0.89933        0.01535      727.32412     1579.99615       56.44360     1547.00000    1.12852e+02    5.13752e+02    1.12852e+02    8.59494e-06    3.42565e-06    7.61610e-08    3.03551e-08    6.90353e+01   -4.77960e-01    1.83688e+02    1.39898e-05    5.57587e-06    6.30338e+01    4.80072e-06    1.91340e-06    2.53511e+02    1.93076e-05    7.69535e-06    3.98224e+01    3.03292e-06    1.20882e-06    3.23326e+02    2.46248e-05    9.81461e-06    2.81847e+01    2.14657e-06    8.55551e-07    8.51930e+01    6.48838e-06    2.58604e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.72124e+02    8.93158e+01    2.49639e+02    6.24097e+01    1.77204e+02    1.15360e+03    1.14393e+01    3.62569e+02    2.07584e+02
  mc.p5.hnu.333.nodk            333        0.11089        0.33300        0.30494        0.00270        0.21979        0.00050        0.90210        0.01551      719.52308     1559.68074       54.79005     1569.00000    1.10719e+02    5.03753e+02    1.10719e+02    8.42766e-06    3.38164e-06    7.61174e-08    3.05425e-08    6.75398e+01    1.37982e-01    1.79551e+02    1.36669e-05    5.48392e-06    6.20586e+01    4.72374e-06    1.89543e-06    2.47366e+02    1.88288e-05    7.55517e-06    3.90277e+01    2.97069e-06    1.19200e-06    3.16187e+02    2.40673e-05    9.65715e-06    2.76708e+01    2.10623e-06    8.45136e-07    1.20840e+02    9.19800e-06    3.69075e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.51443e+02    8.70337e+01    2.43260e+02    6.08151e+01    1.51373e+02    1.12666e+03    1.24692e+01    2.62282e+02    2.06610e+02
  mc.p5.hnu.334.nodk            334        0.11156        0.33400        0.30391        0.00270        0.21997        0.00050        0.90951        0.01498      689.52147     1594.13418       57.60827     1562.00000    1.15452e+02    5.24848e+02    1.15452e+02    8.78057e-06    3.54775e-06    7.60540e-08    3.07293e-08    7.00917e+01   -4.58459e-01    1.86280e+02    1.41673e-05    5.72425e-06    6.44482e+01    4.90154e-06    1.98045e-06    2.57100e+02    1.95535e-05    7.90050e-06    4.04308e+01    3.07493e-06    1.24241e-06    3.27915e+02    2.49393e-05    1.00766e-05    2.86245e+01    2.17701e-06    8.79612e-07    8.74966e+01    6.65447e-06    2.68871e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.12959e+02    4.27254e+01    2.54126e+02    6.35316e+01    2.23496e+02    1.27103e+03    1.31379e+01    4.33330e+02    2.04374e+02
  mc.p5.hnu.335.nodk            335        0.11223        0.33500        0.30250        0.00270        0.22007        0.00050        0.90974        0.01516      709.34752     1598.60750       60.13833     1575.00000    1.18453e+02    5.38251e+02    1.18453e+02    9.00480e-06    3.66442e-06    7.60197e-08    3.09356e-08    7.22165e+01   -3.26899e-01    1.91277e+02    1.45408e-05    5.91726e-06    6.62250e+01    5.03441e-06    2.04871e-06    2.65110e+02    2.01536e-05    8.20133e-06    4.18392e+01    3.18061e-06    1.29432e-06    3.37925e+02    2.56890e-05    1.04539e-05    2.94841e+01    2.24138e-06    9.12108e-07    9.75235e+01    7.41371e-06    3.01694e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.39119e+02    4.29655e+01    2.55555e+02    6.38886e+01    2.90427e+02    1.37499e+03    1.32962e+01    5.34973e+02    2.01406e+02
  mc.p5.hnu.336.nodk            336        0.11290        0.33600        0.30034        0.00270        0.21986        0.00050        0.89831        0.01608      771.31610     1551.20165       58.19995     1557.00000    1.15675e+02    5.26126e+02    1.15675e+02    8.80194e-06    3.60833e-06    7.60923e-08    3.11938e-08    7.02740e+01    8.25106e-02    1.86499e+02    1.41911e-05    5.81760e-06    6.41768e+01    4.88336e-06    2.00191e-06    2.57318e+02    1.95799e-05    8.02672e-06    4.05932e+01    3.08883e-06    1.26625e-06    3.29143e+02    2.50453e-05    1.02672e-05    2.87467e+01    2.18740e-06    8.96718e-07    1.21745e+02    9.26388e-06    3.79769e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.27417e+02    4.04551e+01    2.40623e+02    6.01557e+01    2.22047e+02    1.24746e+03    1.35703e+01    4.36085e+02    1.99419e+02
  mc.p5.hnu.337.nodk            337        0.11357        0.33700        0.29960        0.00250        0.21102        0.00049        0.88060        0.01741      750.27817     1385.29749       55.48263     1439.00000    1.09877e+02    5.20702e+02    1.09877e+02    8.71121e-06    3.59831e-06    7.92817e-08    3.27486e-08    6.68103e+01    8.03806e-01    1.77707e+02    1.40889e-05    5.81965e-06    6.11812e+01    4.85055e-06    2.00360e-06    2.44519e+02    1.93859e-05    8.00767e-06    3.85402e+01    3.05553e-06    1.26214e-06    3.12338e+02    2.47627e-05    1.02286e-05    2.72203e+01    2.15807e-06    8.91427e-07    1.64547e+02    1.30455e-05    5.38867e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.43848e+02    3.22643e+01    1.91905e+02    4.79762e+01    2.07030e+02    1.15061e+03    1.21740e+01    3.21693e+02    1.70822e+02
  mc.p5.hnu.338.nodk            338        0.11424        0.33800        0.29841        0.00250        0.21116        0.00049        0.87470        0.01745      755.13898     1377.42911       54.95451     1396.00000    1.08928e+02    5.15845e+02    1.08928e+02    8.62996e-06    3.59271e-06    7.92261e-08    3.29824e-08    6.63131e+01    2.80049e-01    1.75753e+02    1.39242e-05    5.79675e-06    6.09046e+01    4.82523e-06    2.00878e-06    2.43584e+02    1.92982e-05    8.03398e-06    3.82217e+01    3.02816e-06    1.26064e-06    3.10395e+02    2.45914e-05    1.02376e-05    2.70611e+01    2.14395e-06    8.92540e-07    1.28165e+02    1.01540e-05    4.22718e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.63575e+02    2.33538e+00    1.89731e+02    4.74328e+01    1.84161e+02    1.16677e+03    1.22118e+01    2.83890e+02    1.69894e+02
  mc.p5.hnu.339.nodk            339        0.11492        0.33900        0.29775        0.00250        0.21250        0.00049        0.87339        0.01819      804.82116     1362.19597       52.79311     1381.00000    1.06055e+02    4.99091e+02    1.06055e+02    8.34966e-06    3.50412e-06    7.87293e-08    3.30405e-08    6.44151e+01    2.91919e-01    1.70879e+02    1.34532e-05    5.64593e-06    5.88428e+01    4.63265e-06    1.94420e-06    2.36710e+02    1.86360e-05    7.82103e-06    3.72215e+01    2.93042e-06    1.22982e-06    3.01520e+02    2.37385e-05    9.96240e-06    2.62240e+01    2.06460e-06    8.66455e-07    1.25301e+02    9.86484e-06    4.14001e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.00584e+03    2.28401e+00    1.85558e+02    4.63894e+01    9.64141e+01    1.05542e+03    1.12517e+01    2.14257e+02    1.69696e+02
  mc.p5.hnu.340.nodk            340        0.11560        0.34000        0.29575        0.00250        0.21202        0.00049        0.87534        0.01854      814.20667     1346.86425       54.23665     1384.00000    1.07131e+02    5.05294e+02    1.07131e+02    8.45344e-06    3.57725e-06    7.89074e-08    3.33913e-08    6.54865e+01    5.67075e-01    1.73963e+02    1.37270e-05    5.80886e-06    6.00136e+01    4.73552e-06    2.00393e-06    2.39777e+02    1.89202e-05    8.00648e-06    3.77150e+01    2.97600e-06    1.25935e-06    3.06603e+02    2.41933e-05    1.02379e-05    2.67241e+01    2.10873e-06    8.92353e-07    1.45610e+02    1.14897e-05    4.86212e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.01410e+03    2.23289e+00    1.81404e+02    4.53511e+01    1.34577e+02    1.13963e+03    1.24732e+01    2.44726e+02    1.67126e+02
  mc.p5.hnu.341.nodk            341        0.11628        0.34100        0.29503        0.00250        0.21280        0.00050        0.86508        0.01889      863.68299     1346.16068       57.62925     1395.00000    1.12474e+02    5.28539e+02    1.12474e+02    8.84232e-06    3.77397e-06    7.86167e-08    3.35542e-08    6.83176e+01    7.14887e-01    1.81299e+02    1.42531e-05    6.08333e-06    6.23795e+01    4.90407e-06    2.09309e-06    2.50118e+02    1.96634e-05    8.39250e-06    3.94361e+01    3.10034e-06    1.32325e-06    3.19942e+02    2.51528e-05    1.07354e-05    2.79078e+01    2.19402e-06    9.36425e-07    1.62069e+02    1.27413e-05    5.43809e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.12150e+03    7.25037e+00    1.81215e+02    4.53037e+01    1.73542e+02    1.27190e+03    1.37754e+01    3.41082e+02    1.65559e+02
  mc.p5.hnu.342.nodk            342        0.11696        0.34200        0.29255        0.00250        0.21282        0.00049        0.87052        0.01899      834.01808     1323.84804       55.03975     1379.00000    1.07948e+02    5.07217e+02    1.07948e+02    8.48561e-06    3.65382e-06    7.86081e-08    3.38479e-08    6.59790e+01    8.35902e-01    1.74774e+02    1.37386e-05    5.91573e-06    6.02205e+01    4.73382e-06    2.03834e-06    2.41598e+02    1.89916e-05    8.17760e-06    3.79931e+01    2.98657e-06    1.28599e-06    3.08414e+02    2.42438e-05    1.04392e-05    2.68555e+01    2.11106e-06    9.09003e-07    1.64650e+02    1.29429e-05    5.57307e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.05296e+03    7.01201e+00    1.75257e+02    4.38143e+01    1.23789e+02    1.21408e+03    1.51083e+01    2.33604e+02    1.63749e+02
  mc.p5.hnu.343.nodk            343        0.11765        0.34300        0.29107        0.00250        0.21281        0.00049        0.86863        0.01882      787.41375     1294.94640       53.37150     1352.00000    1.05211e+02    4.94383e+02    1.05211e+02    8.27090e-06    3.59393e-06    7.86126e-08    3.41593e-08    6.43697e+01    8.86342e-01    1.71043e+02    1.34462e-05    5.84271e-06    5.88823e+01    4.62889e-06    2.01138e-06    2.35862e+02    1.85418e-05    8.05689e-06    3.72113e+01    2.92528e-06    1.27111e-06    3.01686e+02    2.37163e-05    1.03054e-05    2.61973e+01    2.05944e-06    8.94882e-07    1.63953e+02    1.28888e-05    5.60051e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.00105e+03    6.70919e+00    1.67689e+02    4.19222e+01    1.05481e+02    1.18799e+03    1.70050e+01    1.58741e+02    1.61930e+02
